LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,top_target_prac1.stopped,tgt_fix_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,acc,E1,target_resp_prac1.keys,pracBlock,prac_fback_text.started,prac_fback_text.stopped,fix.stopped,target_resp_prac1.rt,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,3,5,41,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2835.4402830700856,2835.4402830700856,2835.4402830700856,2835.4402830700856,2835.4402830700856,2835.4402830700856,2835.4402830700856,2835.4402830700856,2835.4402830700856,2835.4402830700856,a,0.5471954396925867,1,813,2,2836.007568542147,2837.5091907100286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,3,6,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2838.009918221971,2838.009918221971,2838.009918221971,2838.009918221971,2838.009918221971,2838.009918221971,2838.009918221971,2838.009918221971,2838.009918221971,2838.009918221971,a,0.8462336799129844,1,814,2,2838.8774785220157,2840.378982766997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,3,7,43,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2840.879749307176,2840.879749307176,2840.879749307176,2840.879749307176,2840.879749307176,2840.879749307176,2840.879749307176,2840.879749307176,2840.879749307176,2840.879749307176,l,0.8686562720686197,10,824,2,2841.780411103042,2843.2823351251427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,3,8,44,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2843.782885462977,2843.782885462977,2843.782885462977,2843.782885462977,2843.782885462977,2843.782885462977,2843.782885462977,2843.782885462977,2843.782885462977,2843.782885462977,a,0.5748701838310808,10,834,2,2844.3834876359906,2845.885095022153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,3,9,45,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2846.3857879249845,2846.3857879249845,2846.3857879249845,2846.3857879249845,2846.3857879249845,2846.3857879249845,2846.3857879249845,2846.3857879249845,2846.3857879249845,2846.3857879249845,l,0.6847323740366846,1,835,2,2847.103121132124,2848.60475620511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,3,10,46,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2849.105247985106,2849.105247985106,2849.105247985106,2849.105247985106,2849.105247985106,2849.105247985106,2849.105247985106,2849.105247985106,2849.105247985106,2849.105247985106,l,0.6419472298584878,10,845,2,2849.7730558679905,2851.274253945099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,3,11,47,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2851.7749457580503,2851.7749457580503,2851.7749457580503,2851.7749457580503,2851.7749457580503,2851.7749457580503,2851.7749457580503,2851.7749457580503,2851.7749457580503,2851.7749457580503,l,0.8416190047282726,10,855,2,2852.6425819459837,2854.1443959181197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2885.5456748921424,,B,160,hexagon,0.00224532512947917,2879.5395110310055,2881.0403964719735,2881.0403964719735,2881.0403964719735,2884.0440517750103,2884.0440517750103,2884.0440517750103,2884.0440517750103,0,0,None,0,2884.0440517750103,2885.5456748921424,2886.0461819779593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2890.4011944599915,,W,132,circle,0.009191422024741769,2886.5471016701777,2888.0483533050865,2888.0483533050865,2888.0483533050865,,,,,1,1,f,0,2888.916165640112,,,0.8288973877206445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2894.989455225179,,Y,146,star,0.0011186120100319386,2891.3852995980997,2892.8873855201527,2892.8873855201527,2892.8873855201527,,,,,1,0,f,0,2893.487610918004,,,0.5693398788571358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2901.7635482961778,,H,181,triangle,0.0010562031529843807,2895.973924748134,2897.4754785830155,2897.4754785830155,2897.4754785830155,,,,,1,0,d,0,2900.2615620619617,,,2.754923250991851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2906.2850445460062,,S,167,hexagon,0.001616277964785695,2902.7475722229574,2904.249491630122,2904.249491630122,2904.249491630122,,,,,1,0,f,0,2904.7838298350107,2906.2850445460062,,0.5157985480036587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2910.7232134961523,,D,139,triangle,0.0008260351605713367,2907.270968943136,2908.7710807749536,2908.7710807749536,2908.7710807749536,,,,,1,0,d,0,2909.2215548101813,2910.7232134961523,,0.42489039804786444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2915.1949977900367,,F,174,star,0.0014160019345581532,2911.707499312004,2913.209605135955,2913.209605135955,2913.209605135955,,,,,1,0,d,0,2913.6932975880336,2915.1949977900367,,0.4657385107129812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2919.6834470320027,,U,125,circle,0.0008847559802234173,2916.179505027132,2917.681069500977,2917.681069500977,2917.681069500977,,,,,1,0,f,0,2918.181119226152,,,0.48369724582880735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2924.071492827963,,B,160,circle,0.0011656649876385927,2920.667604731163,2922.169133177027,2922.169133177027,2922.169133177027,,,,,1,0,d,0,2922.569571946049,,,0.37043871986679733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2928.4926803121343,,W,132,triangle,0.0013293190859258175,2925.055602877168,2926.5575225199573,2926.5575225199573,2926.5575225199573,,,,,1,0,f,0,2926.9912972380407,2928.4926803121343,,0.4037146277260035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2959.8105355531443,,B,132,hexagon,0.0011636228300631046,,,,,,,,,1,0,,1,2958.309192257002,,,,2956.073315548012,2957.5748463030905,2957.5748463030905,2957.5748463030905,j,0.7087182828690857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2964.248903675005,,H,167,circle,0.0011786550749093294,,,,,,,,,1,0,,1,2962.747509937035,2964.248903675005,,,2960.796305820113,2962.2969949420076,2962.2969949420076,2962.2969949420076,k,0.43229416594840586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2968.821015332127,,W,181,triangle,0.001015232875943184,,,,,,,,,1,0,,1,2967.3190924229566,,,,2965.2337622370105,2966.7353626801632,2966.7353626801632,2966.7353626801632,k,0.5597453599330038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2973.325467595132,,F,139,star,0.0013891118578612804,,,,,,,,,1,0,,1,2971.824492901098,,,,2969.8049954911694,2971.3068408721592,2971.3068408721592,2971.3068408721592,j,0.49031675001606345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2977.7969775369857,,Y,125,star,0.0008572197984904051,,,,,,,,,1,0,,1,2976.2955347001553,,,,2974.309896155959,2975.812126009958,2975.812126009958,2975.812126009958,j,0.4509113267995417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2982.3188390331343,,S,174,triangle,0.0010558851063251495,,,,,,,,,1,0,,1,2980.817289567087,2982.3188390331343,,,2978.781701346161,2980.2834892510436,2980.2834892510436,2980.2834892510436,k,0.51260248105973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2986.9575844760984,,D,160,circle,0.001085649011656642,,,,,,,,,1,0,,1,2985.45572527498,,,,2983.3036182380747,2984.8048909530044,2984.8048909530044,2984.8048909530044,k,0.6270210559014231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2992.0963182181586,,U,146,hexagon,0.0014584360178560019,,,,,,,,,0,0,,1,2990.5952626611106,,,,2987.9416640221607,2989.443431585096,2989.443431585096,2989.443431585096,k,1.1303131699096411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2996.5844899520744,,B,132,circle,0.0018105260096490383,,,,,,,,,1,1,,1,2995.082987571135,,,,2993.0810254230164,2994.582475290168,2994.582475290168,2994.582475290168,j,0.46928387181833386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3001.1065738911275,,H,167,star,0.001550682820379734,,,,,,,,,1,0,,1,2999.604719503084,3001.1065738911275,,,2997.5690018751193,2999.070839707041,2999.070839707041,2999.070839707041,k,0.5034026799257845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,855,,,3042.952427112963,,H,146,triangle,0.001895872876048088,,,,,,,,,1,0,,2,,,,,,,,,,,3038.8480055220425,3038.8480055220425,3038.8480055220425,3038.8480055220425,3040.3329938671086,3040.3329938671086,3040.3329938671086,3040.3329938671086,3040.3495333071332,3040.3495333071332,3040.3495333071332,3040.3495333071332,-1,letter,NA,d,1.0853810929693282,vtsPrac,3041.4513625451364,,,,,,,,,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,855,,,3047.7245222630445,,F,181,circle,0.0011465458665043116,,,,,,,,,1,0,,2,,,,,,,,,,,3043.936921617016,3043.936921617016,3043.936921617016,3043.936921617016,3045.4387064210605,3045.4387064210605,3045.4387064210605,3045.4387064210605,3045.4387064210605,3045.4387064210605,3045.4387064210605,3045.4387064210605,repeat,letter,lettRpt,d,0.7582558246795088,vtsPrac,3046.2228315761313,3047.7245222630445,,,,,,,,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,855,,,3052.096074786037,,S,174,circle,0.0011494080536067486,,,,,,,,,1,0,,2,,,,,,,,,,,3048.7087444250938,3048.7087444250938,3048.7087444250938,3048.7087444250938,3050.2103603349533,3050.2103603349533,3050.2103603349533,3050.2103603349533,3050.2103603349533,3050.2103603349533,3050.2103603349533,3050.2103603349533,switch,number,numSwt,k,0.36500006588175893,vtsPrac,3050.5948684960604,3052.096074786037,,,,,,,,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,855,,,3056.7178810900077,,B,139,hexagon,0.0007055040914565325,,,,,,,,,1,0,,2,,,,,,,,,,,3053.080942303175,3053.080942303175,3053.080942303175,3053.080942303175,3054.5818994969595,3054.5818994969595,3054.5818994969595,3054.5818994969595,3054.5818994969595,3054.5818994969595,3054.5818994969595,3054.5818994969595,switch,letter,lettSwt,d,0.606257515726611,vtsPrac,3055.2158605600707,,,,,,,,,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,855,,,3061.272823122097,,H,146,star,0.0011201549787074327,,,,,,,,,1,0,,2,,,,,,,,,,,3057.7021026150323,3057.7021026150323,3057.7021026150323,3057.7021026150323,3059.2037174871657,3059.2037174871657,3059.2037174871657,3059.2037174871657,3059.2037174871657,3059.2037174871657,3059.2037174871657,3059.2037174871657,repeat,letter,lettRpt,d,0.5402281780261546,vtsPrac,3059.7710459071677,,,,,,,,,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,855,,,3065.7776678011287,,F,181,hexagon,0.001021409872919321,,,,,,,,,1,0,,2,,,,,,,,,,,3062.2572640830185,3062.2572640830185,3062.2572640830185,3062.2572640830185,3063.7585684920195,3063.7585684920195,3063.7585684920195,3063.7585684920195,3063.7585684920195,3063.7585684920195,3063.7585684920195,3063.7585684920195,switch,number,numSwt,k,0.48523696791380644,vtsPrac,3064.2762918681838,3065.7776678011287,,,,,,,,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,855,,,3070.33261063206,,S,174,star,0.0011469169985502958,,,,,,,,,1,0,,2,,,,,,,,,,,3066.7620565961115,3066.7620565961115,3066.7620565961115,3066.7620565961115,3068.263825581176,3068.263825581176,3068.263825581176,3068.263825581176,3068.263825581176,3068.263825581176,3068.263825581176,3068.263825581176,repeat,number,numRpt,k,0.5364015449304134,vtsPrac,3068.8309261600953,,,,,,,,,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,855,,,3074.7876429769676,,B,139,triangle,0.0013915430754423141,,,,,,,,,1,0,,2,,,,,,,,,,,3071.3171976620797,3071.3171976620797,3071.3171976620797,3071.3171976620797,3072.818726700032,3072.818726700032,3072.818726700032,3072.818726700032,3072.818726700032,3072.818726700032,3072.818726700032,3072.818726700032,repeat,number,numRpt,j,0.43631531205028296,vtsPrac,3073.2860390781425,3074.7876429769676,,,,,,,,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,855,,,3079.3927582199685,,B,139,star,0.0010625440627336502,,,,,,,,,1,0,,2,,,,,,,,,,,3075.7719511410687,3075.7719511410687,3075.7719511410687,3075.7719511410687,3077.273735941155,3077.273735941155,3077.273735941155,3077.273735941155,3077.273735941155,3077.273735941155,3077.273735941155,3077.273735941155,switch,letter,lettSwt,d,0.585027395747602,vtsPrac,3077.891211847076,,,,,,,,,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,855,,,3083.847760898061,,U,125,triangle,0.001184173859655857,,,,,,,,,1,0,,2,,,,,,,,,,,3080.37756198016,3080.37756198016,3080.37756198016,3080.37756198016,3081.878837567987,3081.878837567987,3081.878837567987,3081.878837567987,3081.878837567987,3081.878837567987,3081.878837567987,3081.878837567987,switch,number,numSwt,j,0.4350518728606403,vtsPrac,3082.3460338520817,,,,,,,,,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,855,,,3088.2525935100857,,H,174,hexagon,0.001292502973228693,,,,,,,,,1,0,,2,,,,,,,,,,,3084.8322571630124,3084.8322571630124,3084.8322571630124,3084.8322571630124,3086.3338083659764,3086.3338083659764,3086.3338083659764,3086.3338083659764,3086.3338083659764,3086.3338083659764,3086.3338083659764,3086.3338083659764,repeat,number,numRpt,k,0.3899990657810122,vtsPrac,3086.7507623920683,,,,,,,,,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,855,,,3092.707272354979,,W,160,star,0.0013804708141833544,,,,,,,,,1,0,,2,,,,,,,,,,,3089.236765037058,3089.236765037058,3089.236765037058,3089.236765037058,3090.738294061972,3090.738294061972,3090.738294061972,3090.738294061972,3090.738294061972,3090.738294061972,3090.738294061972,3090.738294061972,repeat,number,numRpt,k,0.44051988888531923,vtsPrac,3091.205843226984,,,,,,,,,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,855,,,3097.2129814899527,,W,125,hexagon,0.0010076030157506466,,,,,,,,,1,0,,2,,,,,,,,,,,3093.6918018551078,3093.6918018551078,3093.6918018551078,3093.6918018551078,3095.193517848151,3095.193517848151,3095.193517848151,3095.193517848151,3095.193517848151,3095.193517848151,3095.193517848151,3095.193517848151,switch,letter,lettSwt,f,0.496705018915236,vtsPrac,3095.710943541024,,,,,,,,,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
