LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,top_target_prac1.stopped,tgt_fix_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,acc,E1,target_resp_prac1.keys,pracBlock,prac_fback_text.started,prac_fback_text.stopped,fix.stopped,target_resp_prac1.rt,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,23,0,23,0,,,,,,,,,,,,,,,,0,953,,,3632.886687003076,,D,167,hexagon,0.0011774939484894276,,,,,,,,,0,0,,,,,,,,,,,,,3629.516381056048,3629.516381056048,3629.516381056048,3629.516381056048,3631.0178840651643,3631.0178840651643,3631.0178840651643,3631.0178840651643,3631.0178840651643,3631.0178840651643,3631.0178840651643,3631.0178840651643,repeat,number,NA,j,0.33504946483299136,Lo,,,0,,,,,low,3631.3849857910536,3632.886687003076,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,24,0,24,0,,,,,,,,,,,,,,,,0,953,,,3637.4082567361183,,Y,160,hexagon,0.0009640029165893793,,,,,,,,,1,1,,,,,,,,,,,,,3633.871243925998,3633.871243925998,3633.871243925998,3633.871243925998,3635.372739057988,3635.372739057988,3635.372739057988,3635.372739057988,3635.372739057988,3635.372739057988,3635.372739057988,3635.372739057988,repeat,number,numRpt,k,0.5024768877774477,Hi,,,0,,,,,low,3635.9068864481524,3637.4082567361183,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,25,0,25,0,,,,,,,,,,,,,,,,1,954,,,3641.9300785621163,,S,146,circle,0.0006918951403349638,,,,,,,,,1,0,,,,,,,,,,,,,3638.3928779100534,3638.3928779100534,3638.3928779100534,3638.3928779100534,3639.894578576088,3639.894578576088,3639.894578576088,3639.894578576088,3639.894578576088,3639.894578576088,3639.894578576088,3639.894578576088,repeat,number,numRpt,j,0.516159945866093,Lo,,,0,,,,,low,3640.445112941088,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,26,0,26,0,,,,,,,,,,,,,,,,1,955,,,3646.4516978031024,,H,125,triangle,0.0011450229212641716,,,,,,,,,1,0,,,,,,,,,,,,,3642.91441311012,3642.91441311012,3642.91441311012,3642.91441311012,3644.415943496162,3644.415943496162,3644.415943496162,3644.415943496162,3644.415943496162,3644.415943496162,3644.415943496162,3644.415943496162,switch,letter,lettSwt,d,0.5061837879475206,Lo,,,0,,,,,low,3644.9504287249874,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,27,0,27,0,,,,,,,,,,,,,,,,0,955,,,3650.8399484180845,,F,167,star,0.0013026278465986252,,,,,,,,,0,0,,,,,,,,,,,,,3647.436245510122,3647.436245510122,3647.436245510122,3647.436245510122,3648.9378564511426,3648.9378564511426,3648.9378564511426,3648.9378564511426,3648.9378564511426,3648.9378564511426,3648.9378564511426,3648.9378564511426,repeat,letter,NA,f,0.3594863638281822,Lo,,,0,,,,,low,3649.338316030102,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,28,0,28,0,,,,,,,,,,,,,,,,1,956,,,3655.3450536180753,,B,139,circle,0.0009346979204565287,,,,,,,,,1,1,,,,,,,,,,,,,3651.8076428871136,3651.8076428871136,3651.8076428871136,3651.8076428871136,3653.3093831429724,3653.3093831429724,3653.3093831429724,3653.3093831429724,3653.3093831429724,3653.3093831429724,3653.3093831429724,3653.3093831429724,repeat,letter,lettRpt,d,0.5107883617747575,Lo,,,0,,,,,low,3653.8596481520217,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,29,0,29,0,,,,,,,,,,,,,,,,0,956,,,3659.733170385007,,D,132,triangle,0.0012056459672749043,,,,,,,,,0,0,,,,,,,,,,,,,3656.3293090299703,3656.3293090299703,3656.3293090299703,3656.3293090299703,3657.8310146061704,3657.8310146061704,3657.8310146061704,3657.8310146061704,3657.8310146061704,3657.8310146061704,3657.8310146061704,3657.8310146061704,repeat,letter,NA,f,0.367928922874853,Lo,,,0,,,,,low,3658.231256330153,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,30,0,30,0,,,,,,,,,,,,,,,,10,966,,,3664.137957111001,,U,174,star,0.0010657759848982096,,,,,,,,,1,1,,,,,,,,,,,,,3660.71746479813,3660.71746479813,3660.71746479813,3660.71746479813,3662.219308507163,3662.219308507163,3662.219308507163,3662.219308507163,3662.219308507163,3662.219308507163,3662.219308507163,3662.219308507163,switch,number,numSwt,k,0.38869395572692156,Hi,,,0,,,,,low,3662.6531221570913,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,31,0,31,0,,,,,,,,,,,,,,,,0,966,,,3668.642920281971,,W,181,hexagon,0.0010621738620102406,,,,,,,,,1,0,,,,,,,,,,,,,3665.1223726761527,3665.1223726761527,3665.1223726761527,3665.1223726761527,3666.6238861670718,3666.6238861670718,3666.6238861670718,3666.6238861670718,3666.6238861670718,3666.6238861670718,3666.6238861670718,3666.6238861670718,repeat,number,numRpt,k,0.48455816973000765,Hi,,,0,,,,,low,3667.1411533560604,3668.642920281971,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,10,976,,,3679.554851321038,,H,167,triangle,0.001635408028960228,,,,,,,,,1,0,,,,,,,,,,,,,3676.084273166023,3676.084273166023,3676.084273166023,3676.084273166023,3677.586148270173,3677.586148270173,3677.586148270173,3677.586148270173,3677.586148270173,3677.586148270173,3677.586148270173,3677.586148270173,repeat,number,numRpt,k,0.43501344486139715,Lo,,,1,,,space,1.4127158478368074,low,3678.0534631020855,3679.554851321038,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,1,977,,,3684.059935193043,,U,181,circle,0.0009896880947053432,,,,,,,,,1,0,,,,,,,,,,,,,3680.5392797430977,3680.5392797430977,3680.5392797430977,3680.5392797430977,3682.0410037820693,3682.0410037820693,3682.0410037820693,3682.0410037820693,3682.0410037820693,3682.0410037820693,3682.0410037820693,3682.0410037820693,repeat,number,numRpt,k,0.4917602357454598,Lo,,,1,,,,,low,3682.5749978211243,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,0,977,,,3688.448108710116,,F,139,hexagon,0.0013417319860309362,,,,,,,,,1,0,,,,,,,,,,,,,3685.0444136350416,3685.0444136350416,3685.0444136350416,3685.0444136350416,3686.546050670091,3686.546050670091,3686.546050670091,3686.546050670091,3686.546050670091,3686.546050670091,3686.546050670091,3686.546050670091,repeat,number,numRpt,j,0.37389863189309835,Hi,,,1,,,,,low,3686.9628043200355,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,0,977,,,3692.886231336044,,Y,125,star,0.0013338348362594843,,,,,,,,,1,0,,,,,,,,,,,,,3689.4323540751357,3689.4323540751357,3689.4323540751357,3689.4323540751357,3690.933916188078,3690.933916188078,3690.933916188078,3690.933916188078,3690.933916188078,3690.933916188078,3690.933916188078,3690.933916188078,repeat,number,numRpt,j,0.4298234898597002,Hi,,,1,,,,,low,3691.38578726002,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,10,987,,,3697.224475900177,,B,174,hexagon,0.0016646338626742363,,,,,,,,,1,0,,,,,,,,,,,,,3693.8707408499904,3693.8707408499904,3693.8707408499904,3693.8707408499904,3695.372181175975,3695.372181175975,3695.372181175975,3695.372181175975,3695.372181175975,3695.372181175975,3695.372181175975,3695.372181175975,repeat,number,numRpt,k,0.3232935157138854,Hi,,,1,,,,,low,3695.7394517599605,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,10,997,,,3701.578950860072,,W,160,star,0.0010359380394220352,,,,,,,,,1,0,,,,,,,,,,,,,3698.2087420281023,3698.2087420281023,3698.2087420281023,3698.2087420281023,3699.710241513094,3699.710241513094,3699.710241513094,3699.710241513094,3699.710241513094,3699.710241513094,3699.710241513094,3699.710241513094,switch,letter,lettSwt,f,0.34019625280052423,Hi,,,1,,,,,low,3700.078277777182,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,10,1007,,,3705.9673929300625,,D,132,triangle,0.000962850172072649,,,,,,,,,1,0,,,,,,,,,,,,,3702.563506470062,3702.563506470062,3702.563506470062,3702.563506470062,3704.0651398480404,3704.0651398480404,3704.0651398480404,3704.0651398480404,3704.0651398480404,3704.0651398480404,3704.0651398480404,3704.0651398480404,repeat,letter,lettRpt,d,0.37307947175577283,Lo,,,1,,,,,low,3704.4664721309673,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,10,1017,,,3710.3555735200644,,S,146,circle,0.0014149090275168419,,,,,,,,,1,0,,,,,,,,,,,,,3706.951882075984,3706.951882075984,3706.951882075984,3706.951882075984,3708.4535494779702,3708.4535494779702,3708.4535494779702,3708.4535494779702,3708.4535494779702,3708.4535494779702,3708.4535494779702,3708.4535494779702,repeat,letter,lettRpt,f,0.3728922388982028,Lo,,,1,,,,,low,3708.8545298550744,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,0,1017,,,3714.726893512998,,H,167,star,0.0013012769632041454,,,,,,,,,0,0,,,,,,,,,,,,,3711.3401843460742,3711.3401843460742,3711.3401843460742,3711.3401843460742,3712.8415266410448,3712.8415266410448,3712.8415266410448,3712.8415266410448,3712.8415266410448,3712.8415266410448,3712.8415266410448,3712.8415266410448,repeat,letter,NA,f,0.3510547708719969,Lo,,,1,,,,,low,3713.2254128551576,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,1,1018,,,3719.1650756781455,,U,181,triangle,0.016890116035938263,,,,,,,,,1,1,,,,,,,,,,,,,3715.7113717549946,3715.7113717549946,3715.7113717549946,3715.7113717549946,3717.1964094571304,3717.1964094571304,3717.1964094571304,3717.1964094571304,3717.213067887118,3717.213067887118,3717.213067887118,3717.213067887118,switch,number,numSwt,k,0.4275965259876102,Lo,,,1,,,,,low,3717.6635865331627,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,10,0,10,0,,,,,,,,,,,,,,,,1,1019,,,3723.520245922962,,F,139,circle,0.0011216991115361452,,,,,,,,,1,0,,,,,,,,,,,,,3720.1331502171233,3720.1331502171233,3720.1331502171233,3720.1331502171233,3721.6346405551303,3721.6346405551303,3721.6346405551303,3721.6346405551303,3721.6346405551303,3721.6346405551303,3721.6346405551303,3721.6346405551303,repeat,number,numRpt,j,0.354740975657478,Lo,,,1,,,,,low,3722.019601156004,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,11,0,11,0,,,,,,,,,,,,,,,,0,1019,,,3727.8913604749832,,Y,125,hexagon,0.001130994874984026,,,,,,,,,1,0,,,,,,,,,,,,,3724.5044853910804,3724.5044853910804,3724.5044853910804,3724.5044853910804,3726.0061456400435,3726.0061456400435,3726.0061456400435,3726.0061456400435,3726.0061456400435,3726.0061456400435,3726.0061456400435,3726.0061456400435,repeat,number,numRpt,j,0.35887938365340233,Hi,,,1,,,,,low,3726.4067824210506,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,12,0,12,0,,,,,,,,,,,,,,,,10,1029,,,3732.263283116976,,B,174,circle,0.0014012469910085201,,,,,,,,,1,0,,,,,3732.7637861431576,,,,,,,,3728.875904810149,3728.875904810149,3728.875904810149,3728.875904810149,3730.3777124451008,3730.3777124451008,3730.3777124451008,3730.3777124451008,3730.3777124451008,3730.3777124451008,3730.3777124451008,3730.3777124451008,repeat,number,numRpt,k,0.3528248709626496,Lo,,,1,,,,,low,3730.761462665163,3732.263283116976,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,13,0,13,0,,,,,,,,,,,,,,,,0,1029,,,3736.7179622279946,,W,160,hexagon,0.0006078500300645828,,,,,,,,,1,0,,,,,,,,,,,,,3733.2476280450355,3733.2476280450355,3733.2476280450355,3733.2476280450355,3734.749228777131,3734.749228777131,3734.749228777131,3734.749228777131,3734.749228777131,3734.749228777131,3734.749228777131,3734.749228777131,repeat,number,numRpt,k,0.4259636600036174,Hi,,,1,,,,,low,3735.216275087092,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,14,0,14,0,,,,,,,,,,,,,,,,0,1029,,,3741.0558682880364,,D,132,star,0.0010599931702017784,,,,,,,,,0,0,,,,,,,,,,,,,3737.6857697330415,3737.6857697330415,3737.6857697330415,3737.6857697330415,3739.187458166154,3739.187458166154,3739.187458166154,3739.187458166154,3739.187458166154,3739.187458166154,3739.187458166154,3739.187458166154,switch,letter,NA,f,0.3314278337638825,Hi,,,1,,,,,low,3739.554339697119,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,15,0,15,0,,,,,,,,,,,,,,,,1,1030,,,3745.7444818699732,,S,146,triangle,0.0010534790344536304,,,,,,,,,1,1,,,,,,,,,,,,,3742.0237566709984,3742.0237566709984,3742.0237566709984,3742.0237566709984,3743.525484106969,3743.525484106969,3743.525484106969,3743.525484106969,3743.525484106969,3743.525484106969,3743.525484106969,3743.525484106969,repeat,letter,lettRpt,f,0.6946366557385772,Lo,,,1,,,,,low,3744.2595673401374,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,16,0,16,0,,,,,,,,,,,,,,,,1,1031,,,3750.0993933030404,,H,139,triangle,0.0011603401508182287,,,,,,,,,1,0,,,,,,,,,,,,,3746.7289389299694,3746.7289389299694,3746.7289389299694,3746.7289389299694,3748.230502129998,3748.230502129998,3748.230502129998,3748.230502129998,3748.230502129998,3748.230502129998,3748.230502129998,3748.230502129998,repeat,letter,lettRpt,d,0.34372771601192653,Lo,,,1,,,,,low,3748.598762616981,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,17,0,17,0,,,,,,,,,,,,,,,,0,1031,,,3754.5211448031478,,W,181,hexagon,0.001219805097207427,,,,,,,,,1,0,,,,,,,,,,,,,3751.083984170109,3751.083984170109,3751.083984170109,3751.083984170109,3752.585590166971,3752.585590166971,3752.585590166971,3752.585590166971,3752.585590166971,3752.585590166971,3752.585590166971,3752.585590166971,repeat,letter,lettRpt,f,0.41117890481837094,Hi,,,1,,,,,low,3753.0361318080686,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,18,0,18,0,,,,,,,,,,,,,,,,10,1041,,,3758.842322607059,,D,132,star,0.0011652270331978798,,,,,,,,,1,0,,,,,,,,,,,,,3755.5053771149833,3755.5053771149833,3755.5053771149833,3755.5053771149833,3757.0069929510355,3757.0069929510355,3757.0069929510355,3757.0069929510355,3757.0069929510355,3757.0069929510355,3757.0069929510355,3757.0069929510355,repeat,letter,lettRpt,d,0.30045777885243297,Hi,,,1,,,,,low,3757.3408846911043,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,19,0,19,0,,,,,,,,,,,,,,,,1,1042,,,3763.1804214830045,,Y,125,circle,0.0008606249466538429,,,,,,,,,1,0,,,,,3763.6809838381596,,,,,,,,3759.8102027031127,3759.8102027031127,3759.8102027031127,3759.8102027031127,3761.3118423579726,3761.3118423579726,3761.3118423579726,3761.3118423579726,3761.3118423579726,3761.3118423579726,3761.3118423579726,3761.3118423579726,repeat,letter,lettRpt,f,0.33582771802321076,Lo,,,1,,,,,low,3761.6789884420577,3763.1804214830045,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,20,0,20,0,,,,,,,,,,,,,,,,0,1042,,,3767.7522523871157,,U,167,hexagon,0.000642318045720458,,,,,,,,,1,0,,,,,3768.2526287150104,,,,,,,,3764.1648046770133,3764.1648046770133,3764.1648046770133,3764.1648046770133,3765.666455772007,3765.666455772007,3765.666455772007,3765.666455772007,3765.666455772007,3765.666455772007,3765.666455772007,3765.666455772007,repeat,letter,lettRpt,f,0.5512572468724102,Hi,,,1,,,,,low,3766.250404332066,3767.7522523871157,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,21,0,21,0,,,,,,,,,,,,,,,,1,1043,,,3772.2402787681203,,B,146,triangle,0.0005534151569008827,,,,,,,,,1,0,,,,,3772.7410430600867,,,,,,,,3768.736670227023,3768.736670227023,3768.736670227023,3768.736670227023,3770.238442280097,3770.238442280097,3770.238442280097,3770.238442280097,3770.238442280097,3770.238442280097,3770.238442280097,3770.238442280097,repeat,letter,lettRpt,d,0.4682579068467021,Lo,,,1,,,,,low,3770.738785651978,3772.2402787681203,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,22,0,22,0,,,,,,,,,,,,,,,,0,1043,,,3776.6117820381187,,F,160,circle,0.0010088200215250254,,,,,,,,,0,0,,,,,,,,,,,,,3773.2249482369516,3773.2249482369516,3773.2249482369516,3773.2249482369516,3774.726713983109,3774.726713983109,3774.726713983109,3774.726713983109,3774.726713983109,3774.726713983109,3774.726713983109,3774.726713983109,switch,number,NA,j,0.3342572438996285,Lo,,,1,,,,,low,3775.1103860069998,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,23,0,23,0,,,,,,,,,,,,,,,,0,1043,,,3781.0167601499707,,S,174,star,0.017061740159988403,,,,,,,,,1,1,,,,,3781.517232223181,,,,,,,,3777.5964765909594,3777.5964765909594,3777.5964765909594,3777.5964765909594,3779.0812599111814,3779.0812599111814,3779.0812599111814,3779.0812599111814,3779.098120127106,3779.098120127106,3779.098120127106,3779.098120127106,repeat,number,numRpt,k,0.4011786167975515,Hi,,,1,,,,,low,3779.515094925184,3781.0167601499707,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,24,0,24,0,,,,,,,,,,,,,,,,10,1053,,,3785.3383706680033,,W,132,star,0.0004818269517272711,,,,,,,,,1,0,,,,,,,,,,,,,3782.001239311183,3782.001239311183,3782.001239311183,3782.001239311183,3783.5028309931513,3783.5028309931513,3783.5028309931513,3783.5028309931513,3783.5028309931513,3783.5028309931513,3783.5028309931513,3783.5028309931513,repeat,number,numRpt,j,0.2996399668045342,Hi,,,1,,,,,low,3783.8368788780645,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,25,0,25,0,,,,,,,,,,,,,,,,1,1054,,,3789.7932756079827,,U,167,triangle,0.0008424750994890928,,,,,,,,,1,0,,,,,,,,,,,,,3786.3058644081466,3786.3058644081466,3786.3058644081466,3786.3058644081466,3787.8075643701013,3787.8075643701013,3787.8075643701013,3787.8075643701013,3787.8075643701013,3787.8075643701013,3787.8075643701013,3787.8075643701013,repeat,number,numRpt,k,0.45098267984576523,Lo,,,1,,,,,low,3788.2915892279707,,,,,,,,,,,,,,,,,45290,2022-11-15_10h19.57.434,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.09708564317028,
