LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,training_feedback_txt.stopped,fix.started,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,top_target_prac1.stopped,tgt_fix_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,acc,E1,target_resp_prac1.keys,pracBlock,prac_fback_text.started,prac_fback_text.stopped,target_resp_prac1.rt,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,974.4819632520084,space,18.370870932994876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022.2690848970087,1022.2690848970087,1022.2690848970087,1022.2690848970087,1022.2690848970087,1022.2690848970087,1022.2690848970087,1022.2690848970087,1022.2690848970087,1022.2690848970087,a,1.8841492659703363,1,1,0,1024.1697209810081,1025.6716741929995,1025.6716741929995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,0,1,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.172105456004,1026.172105456004,1026.172105456004,1026.172105456004,1026.172105456004,1026.172105456004,1026.172105456004,1026.172105456004,1026.172105456004,1026.172105456004,l,1.445165455021197,10,11,0,1027.6403363110148,,1029.1419718320249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,0,2,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1029.642583962006,1029.642583962006,1029.642583962006,1029.642583962006,1029.642583962006,1029.642583962006,1029.642583962006,1029.642583962006,1029.642583962006,1029.642583962006,l,1.1024901889904868,10,21,0,1030.777114615019,,1032.2788449980144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,0,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1032.7794291900063,1032.7794291900063,1032.7794291900063,1032.7794291900063,1032.7794291900063,1032.7794291900063,1032.7794291900063,1032.7794291900063,1032.7794291900063,1032.7794291900063,l,1.836056481988635,10,31,0,1034.6481462630036,,1036.1497255350114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,0,4,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1036.650364590023,1036.650364590023,1036.650364590023,1036.650364590023,1036.650364590023,1036.650364590023,1036.650364590023,1036.650364590023,1036.650364590023,1036.650364590023,a,1.1265031580114737,1,32,0,1037.8016684400209,,1039.303320586012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,0,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1039.803744247998,1039.803744247998,1039.803744247998,1039.803744247998,1039.803744247998,1039.803744247998,1039.803744247998,1039.803744247998,1039.803744247998,1039.803744247998,a,1.6635436190117616,1,33,0,1041.4888739160087,,1042.9906912550214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,0,6,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1043.4912435550068,1043.4912435550068,1043.4912435550068,1043.4912435550068,1043.4912435550068,1043.4912435550068,1043.4912435550068,1043.4912435550068,1043.4912435550068,1043.4912435550068,a,0.9464284749992657,1,34,0,1044.4590651460167,,1045.9605519280012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,0,7,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1046.4611907979997,1046.4611907979997,1046.4611907979997,1046.4611907979997,1046.4611907979997,1046.4611907979997,1046.4611907979997,1046.4611907979997,1046.4611907979997,1046.4611907979997,a,1.1039373139792588,1,35,0,1047.5956987920217,,1049.0974429600174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,0,8,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1049.597931922006,1049.597931922006,1049.597931922006,1049.597931922006,1049.597931922006,1049.597931922006,1049.597931922006,1049.597931922006,1049.597931922006,1049.597931922006,l,1.016971884004306,1,36,0,1050.6323750450101,,1052.1342139110202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,0,9,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052.6345932050026,1052.6345932050026,1052.6345932050026,1052.6345932050026,1052.6345932050026,1052.6345932050026,1052.6345932050026,1052.6345932050026,1052.6345932050026,1052.6345932050026,a,1.1973367260070518,10,46,0,1053.8525898310181,,1055.3541268210101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,0,10,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1055.8548948530224,1055.8548948530224,1055.8548948530224,1055.8548948530224,1055.8548948530224,1055.8548948530224,1055.8548948530224,1055.8548948530224,1055.8548948530224,1055.8548948530224,l,1.0488901500066277,1,47,0,1056.922681377997,,1058.4243516050046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,0,11,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1058.92506637302,1058.92506637302,1058.92506637302,1058.92506637302,1058.92506637302,1058.92506637302,1058.92506637302,1058.92506637302,1058.92506637302,1058.92506637302,a,1.2969211979943793,1,48,0,1060.2430943880172,,1061.744536437007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,1,0,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1062.24504474501,1062.24504474501,1062.24504474501,1062.24504474501,1062.24504474501,1062.24504474501,1062.24504474501,1062.24504474501,1062.24504474501,1062.24504474501,l,0.992137836990878,10,58,0,1063.2628760230145,,1064.7647748379968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,1,1,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1065.265272885008,1065.265272885008,1065.265272885008,1065.265272885008,1065.265272885008,1065.265272885008,1065.265272885008,1065.265272885008,1065.265272885008,1065.265272885008,l,0.9084343010035809,1,59,0,1066.1996918650111,,1067.701358426013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,1,2,14,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068.2016693170008,1068.2016693170008,1068.2016693170008,1068.2016693170008,1068.2016693170008,1068.2016693170008,1068.2016693170008,1068.2016693170008,1068.2016693170008,1068.2016693170008,l,1.0550002510135528,1,60,0,1069.2861224900116,,1070.787954422005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,1,3,15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1071.2886542780034,1071.2886542780034,1071.2886542780034,1071.2886542780034,1071.2886542780034,1071.2886542780034,1071.2886542780034,1071.2886542780034,1071.2886542780034,1071.2886542780034,a,1.018749240989564,10,70,0,1072.3396509770246,,1073.8413261910027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,1,4,16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1074.342054970999,1074.342054970999,1074.342054970999,1074.342054970999,1074.342054970999,1074.342054970999,1074.342054970999,1074.342054970999,1074.342054970999,1074.342054970999,a,1.385037549014669,10,80,0,1075.7436455330171,1077.2451550630212,1077.2451550630212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,1,5,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077.745759842015,1077.745759842015,1077.745759842015,1077.745759842015,1077.745759842015,1077.745759842015,1077.745759842015,1077.745759842015,1077.745759842015,1077.745759842015,l,1.2536529219942167,10,90,0,1079.0304672030034,,1080.532001421001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,1,6,18,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1081.0325121619971,1081.0325121619971,1081.0325121619971,1081.0325121619971,1081.0325121619971,1081.0325121619971,1081.0325121619971,1081.0325121619971,1081.0325121619971,1081.0325121619971,a,1.5110976739961188,10,100,0,1082.567510901019,,1084.0692104850023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,1,7,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1084.5697875760088,1084.5697875760088,1084.5697875760088,1084.5697875760088,1084.5697875760088,1084.5697875760088,1084.5697875760088,1084.5697875760088,1084.5697875760088,1084.5697875760088,a,1.4726162159931846,1,101,0,1086.0715053750027,,1087.5730356080167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,1,8,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1088.0736379180162,1088.0736379180162,1088.0736379180162,1088.0736379180162,1088.0736379180162,1088.0736379180162,1088.0736379180162,1088.0736379180162,1088.0736379180162,1088.0736379180162,l,0.9182777520036325,1,102,0,1089.024544917018,,1090.5264710269985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,1,9,21,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1091.0268422620138,1091.0268422620138,1091.0268422620138,1091.0268422620138,1091.0268422620138,1091.0268422620138,1091.0268422620138,1091.0268422620138,1091.0268422620138,1091.0268422620138,l,1.1024094510066789,10,112,0,1092.1614654080186,,1093.6631431530113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,1,10,22,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1094.1636117880116,1094.1636117880116,1094.1636117880116,1094.1636117880116,1094.1636117880116,1094.1636117880116,1094.1636117880116,1094.1636117880116,1094.1636117880116,1094.1636117880116,l,0.8117216160171665,1,113,0,1094.9979241550027,,1096.4996442280244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,1,11,23,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1097.000233644998,1097.000233644998,1097.000233644998,1097.000233644998,1097.000233644998,1097.000233644998,1097.000233644998,1097.000233644998,1097.000233644998,1097.000233644998,a,0.8784157289774157,1,114,0,1097.9012661300076,,1099.4028366160055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,2,0,24,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1099.9033368420205,1099.9033368420205,1099.9033368420205,1099.9033368420205,1099.9033368420205,1099.9033368420205,1099.9033368420205,1099.9033368420205,1099.9033368420205,1099.9033368420205,a,0.7877170249994379,1,115,0,1100.7209817510156,,1102.2228547430132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,2,1,25,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1102.72324846001,1102.72324846001,1102.72324846001,1102.72324846001,1102.72324846001,1102.72324846001,1102.72324846001,1102.72324846001,1102.72324846001,1102.72324846001,l,0.6016147659975104,10,125,0,1103.3572766830039,,1104.8589519080124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,2,2,26,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1105.3595887670235,1105.3595887670235,1105.3595887670235,1105.3595887670235,1105.3595887670235,1105.3595887670235,1105.3595887670235,1105.3595887670235,1105.3595887670235,1105.3595887670235,a,1.9698940020170994,10,135,0,1107.361557087017,,1108.8633854070213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,2,3,27,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1109.3637505560182,1109.3637505560182,1109.3637505560182,1109.3637505560182,1109.3637505560182,1109.3637505560182,1109.3637505560182,1109.3637505560182,1109.3637505560182,1109.3637505560182,a,0.9691239960084204,1,136,0,1110.3648057070095,,1111.866706847999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,2,4,28,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1112.3672026610002,1112.3672026610002,1112.3672026610002,1112.3672026610002,1112.3672026610002,1112.3672026610002,1112.3672026610002,1112.3672026610002,1112.3672026610002,1112.3672026610002,a,1.4425430400006007,1,137,0,1113.8353992580087,,1115.3371316630219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,2,5,29,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1115.8376237600169,1115.8376237600169,1115.8376237600169,1115.8376237600169,1115.8376237600169,1115.8376237600169,1115.8376237600169,1115.8376237600169,1115.8376237600169,1115.8376237600169,l,1.335838856000919,1,138,0,1117.2057563410199,,1118.7075018660107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,2,6,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1119.2079960170086,1119.2079960170086,1119.2079960170086,1119.2079960170086,1119.2079960170086,1119.2079960170086,1119.2079960170086,1119.2079960170086,1119.2079960170086,1119.2079960170086,l,1.6012712810188532,10,148,0,1120.8264388020034,1122.3282229560136,1122.3282229560136,1122.828739360004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,2,7,31,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1122.828739360004,1122.828739360004,1122.828739360004,1122.828739360004,1122.828739360004,1122.828739360004,1122.828739360004,1122.828739360004,1122.828739360004,1122.828739360004,a,0.9935148840013426,10,158,0,1123.8465072450053,,1125.3480210950074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,2,8,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.8486384720018,1125.8486384720018,1125.8486384720018,1125.8486384720018,1125.8486384720018,1125.8486384720018,1125.8486384720018,1125.8486384720018,1125.8486384720018,1125.8486384720018,a,2.250369576009689,10,168,0,1128.1178193630185,,1129.6194736949983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,2,9,33,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130.120227448002,1130.120227448002,1130.120227448002,1130.120227448002,1130.120227448002,1130.120227448002,1130.120227448002,1130.120227448002,1130.120227448002,1130.120227448002,a,1.9610706429812126,10,178,0,1132.105594718014,,1133.607414468017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,2,10,34,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1134.1078145980136,1134.1078145980136,1134.1078145980136,1134.1078145980136,1134.1078145980136,1134.1078145980136,1134.1078145980136,1134.1078145980136,1134.1078145980136,1134.1078145980136,l,0.7086253019806463,10,188,0,1134.842005486018,,1136.3437506520131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,2,11,35,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1136.8443899679987,1136.8443899679987,1136.8443899679987,1136.8443899679987,1136.8443899679987,1136.8443899679987,1136.8443899679987,1136.8443899679987,1136.8443899679987,1136.8443899679987,a,1.289043713011779,1,189,0,1138.162379565998,,1139.6642514230043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,3,0,36,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1140.1644330080017,1140.1644330080017,1140.1644330080017,1140.1644330080017,1140.1644330080017,1140.1644330080017,1140.1644330080017,1140.1644330080017,1140.1644330080017,1140.1644330080017,a,1.1754947560257278,10,199,0,1141.3656555570196,,1142.867441563023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37040,2022-11-22_10h17.54.641,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.063949969640696,
