LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,top_target_prac1.stopped,tgt_fix_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,acc,E1,target_resp_prac1.keys,pracBlock,prac_fback_text.started,prac_fback_text.stopped,fix.stopped,target_resp_prac1.rt,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.67505927200546,space,13.346299630997237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40147,2022-11-28_10h36.06.595,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.884980833583164,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.7079854180047,361.7079854180047,361.7079854180047,361.7079854180047,361.7079854180047,361.7079854180047,361.7079854180047,361.7079854180047,361.7079854180047,361.7079854180047,a,2.578195120993769,1,1,0,364.31050193699775,365.81208664301084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40147,2022-11-28_10h36.06.595,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.884980833583164,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,0,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.31253447401104,366.31253447401104,366.31253447401104,366.31253447401104,366.31253447401104,366.31253447401104,366.31253447401104,366.31253447401104,366.31253447401104,366.31253447401104,l,1.3839811989746522,10,11,0,367.7142066160159,369.21605192599236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40147,2022-11-28_10h36.06.595,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.884980833583164,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,0,2,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.71644530899357,369.71644530899357,369.71644530899357,369.71644530899357,369.71644530899357,369.71644530899357,369.71644530899357,369.71644530899357,369.71644530899357,369.71644530899357,a,1.0733876009762753,10,21,0,370.817541633005,372.3193755779939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40147,2022-11-28_10h36.06.595,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.884980833583164,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,0,3,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.81974310800433,372.81974310800433,372.81974310800433,372.81974310800433,372.81974310800433,372.81974310800433,372.81974310800433,372.81974310800433,372.81974310800433,372.81974310800433,l,3.955511813983321,1,22,0,376.8076536979934,378.3093014170008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40147,2022-11-28_10h36.06.595,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.884980833583164,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,0,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.80972750199726,378.80972750199726,378.80972750199726,378.80972750199726,378.80972750199726,378.80972750199726,378.80972750199726,378.80972750199726,378.80972750199726,378.80972750199726,l,2.137430853006663,1,23,0,380.9788476059912,382.4806355370092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40147,2022-11-28_10h36.06.595,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.884980833583164,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.9811427179957,382.9811427179957,382.9811427179957,382.9811427179957,382.9811427179957,382.9811427179957,382.9811427179957,382.9811427179957,382.9811427179957,382.9811427179957,l,1.1405460239911918,10,33,0,384.14900328801014,385.65071303601144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40147,2022-11-28_10h36.06.595,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.884980833583164,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,0,6,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.15128067100886,386.15128067100886,386.15128067100886,386.15128067100886,386.15128067100886,386.15128067100886,386.15128067100886,386.15128067100886,386.15128067100886,386.15128067100886,a,1.3901989820005838,10,43,0,387.569545277016,389.0711857280112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40147,2022-11-28_10h36.06.595,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.884980833583164,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,0,7,7,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.5716674750147,389.5716674750147,389.5716674750147,389.5716674750147,389.5716674750147,389.5716674750147,389.5716674750147,389.5716674750147,389.5716674750147,389.5716674750147,a,1.502633086987771,1,44,0,391.10667524000746,392.60847916599596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40147,2022-11-28_10h36.06.595,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.884980833583164,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,0,8,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.1089069969894,393.1089069969894,393.1089069969894,393.1089069969894,393.1089069969894,393.1089069969894,393.1089069969894,393.1089069969894,393.1089069969894,393.1089069969894,a,1.0922111789695919,1,45,0,394.2268247019965,395.72853789301007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40147,2022-11-28_10h36.06.595,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.884980833583164,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,0,9,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.22893599901,396.22893599901,396.22893599901,396.22893599901,396.22893599901,396.22893599901,396.22893599901,396.22893599901,396.22893599901,396.22893599901,l,1.8204052029759623,1,46,0,398.08104012699914,399.5828452350106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40147,2022-11-28_10h36.06.595,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.884980833583164,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,0,10,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.08327801301493,400.08327801301493,400.08327801301493,400.08327801301493,400.08327801301493,400.08327801301493,400.08327801301493,400.08327801301493,400.08327801301493,400.08327801301493,l,1.5533313589985482,10,56,0,401.66841997299343,403.1699700280151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40147,2022-11-28_10h36.06.595,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.884980833583164,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,0,11,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.67068270000163,403.67068270000163,403.67068270000163,403.67068270000163,403.67068270000163,403.67068270000163,403.67068270000163,403.67068270000163,403.67068270000163,403.67068270000163,a,0.6448968939948827,1,57,0,404.33798950500204,405.83958687700215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40147,2022-11-28_10h36.06.595,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.884980833583164,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,1,0,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.3401850129885,406.3401850129885,406.3401850129885,406.3401850129885,406.3401850129885,406.3401850129885,406.3401850129885,406.3401850129885,406.3401850129885,406.3401850129885,l,1.361847913969541,10,67,0,407.72492384299403,409.22666027900414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40147,2022-11-28_10h36.06.595,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.884980833583164,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,1,1,13,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.7272006550047,409.7272006550047,409.7272006550047,409.7272006550047,409.7272006550047,409.7272006550047,409.7272006550047,409.7272006550047,409.7272006550047,409.7272006550047,l,1.4850213849858847,1,68,0,411.2288225819939,412.73048534200643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40147,2022-11-28_10h36.06.595,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.884980833583164,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,1,2,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.23112209799,413.23112209799,413.23112209799,413.23112209799,413.23112209799,413.23112209799,413.23112209799,413.23112209799,413.23112209799,413.23112209799,a,0.8371707649785094,1,69,0,414.09877151899855,415.6003385480144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40147,2022-11-28_10h36.06.595,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.884980833583164,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,1,3,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.10087759498856,416.10087759498856,416.10087759498856,416.10087759498856,416.10087759498856,416.10087759498856,416.10087759498856,416.10087759498856,416.10087759498856,416.10087759498856,a,0.8600096139998641,10,79,0,416.9851833030116,418.4868434089876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40147,2022-11-28_10h36.06.595,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.884980833583164,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,1,4,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.9873495300126,418.9873495300126,418.9873495300126,418.9873495300126,418.9873495300126,418.9873495300126,418.9873495300126,418.9873495300126,418.9873495300126,418.9873495300126,l,1.7416070550098084,10,89,0,420.75599398699705,422.25783550099004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40147,2022-11-28_10h36.06.595,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.884980833583164,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,1,5,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.75821354199434,422.75821354199434,422.75821354199434,422.75821354199434,422.75821354199434,422.75821354199434,422.75821354199434,422.75821354199434,422.75821354199434,422.75821354199434,a,1.5944649089942686,10,99,0,424.37660231100745,425.87841622999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40147,2022-11-28_10h36.06.595,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.884980833583164,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,1,6,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.37887415400473,426.37887415400473,426.37887415400473,426.37887415400473,426.37887415400473,426.37887415400473,426.37887415400473,426.37887415400473,426.37887415400473,426.37887415400473,a,1.6964735129731707,10,109,0,428.09769669899833,429.5993213870097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40147,2022-11-28_10h36.06.595,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.884980833583164,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,1,7,19,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.09966294199694,430.09966294199694,430.09966294199694,430.09966294199694,430.09966294199694,430.09966294199694,430.09966294199694,430.09966294199694,430.09966294199694,430.09966294199694,a,1.0581568799971137,1,110,0,431.18425324201235,432.68590619499446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40147,2022-11-28_10h36.06.595,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.884980833583164,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,1,8,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.186408167996,433.186408167996,433.186408167996,433.186408167996,433.186408167996,433.186408167996,433.186408167996,433.186408167996,433.186408167996,433.186408167996,a,1.7416970469930675,10,120,0,434.95515802298905,436.4567279990006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40147,2022-11-28_10h36.06.595,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.884980833583164,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,1,9,21,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.95727286301553,436.95727286301553,436.95727286301553,436.95727286301553,436.95727286301553,436.95727286301553,436.95727286301553,436.95727286301553,436.95727286301553,436.95727286301553,l,1.2778354849724565,10,130,0,438.2587874220044,439.7602453599975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40147,2022-11-28_10h36.06.595,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.884980833583164,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,1,10,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.2608263299917,440.2608263299917,440.2608263299917,440.2608263299917,440.2608263299917,440.2608263299917,440.2608263299917,440.2608263299917,440.2608263299917,440.2608263299917,l,1.0681864469952416,10,140,0,441.36196124900016,442.86359644000186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40147,2022-11-28_10h36.06.595,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.884980833583164,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,1,11,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.3643823110033,443.3643823110033,443.3643823110033,443.3643823110033,443.3643823110033,443.3643823110033,443.3643823110033,443.3643823110033,443.3643823110033,443.3643823110033,a,1.0352500949811656,10,150,0,444.43202534201555,445.93379055100377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40147,2022-11-28_10h36.06.595,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.884980833583164,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,2,0,24,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.43442383199,446.43442383199,446.43442383199,446.43442383199,446.43442383199,446.43442383199,446.43442383199,446.43442383199,446.43442383199,446.43442383199,l,0.7564382049895357,1,151,0,447.2185796230042,448.7203510719992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40147,2022-11-28_10h36.06.595,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.884980833583164,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,2,1,25,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.22088511599577,449.22088511599577,449.22088511599577,449.22088511599577,449.22088511599577,449.22088511599577,449.22088511599577,449.22088511599577,449.22088511599577,449.22088511599577,l,1.1976695680059493,1,152,0,450.4387962179899,451.94059439899866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40147,2022-11-28_10h36.06.595,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.884980833583164,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,2,2,26,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.4409996230097,452.4409996230097,452.4409996230097,452.4409996230097,452.4409996230097,452.4409996230097,452.4409996230097,452.4409996230097,452.4409996230097,452.4409996230097,a,0.8353333759878296,1,153,0,453.30876243900275,454.8104932490096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40147,2022-11-28_10h36.06.595,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.884980833583164,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,2,3,27,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.3107945850061,455.3107945850061,455.3107945850061,455.3107945850061,455.3107945850061,455.3107945850061,455.3107945850061,455.3107945850061,455.3107945850061,455.3107945850061,a,0.6090883869910613,10,163,0,455.94494459001,457.4465849469998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40147,2022-11-28_10h36.06.595,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.884980833583164,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,2,4,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.9470791450003,457.9470791450003,457.9470791450003,457.9470791450003,457.9470791450003,457.9470791450003,457.9470791450003,457.9470791450003,457.9470791450003,457.9470791450003,l,0.6278138859779574,10,173,0,458.59784449101426,460.0994284719927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40147,2022-11-28_10h36.06.595,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.884980833583164,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,2,5,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.6002303340065,460.6002303340065,460.6002303340065,460.6002303340065,460.6002303340065,460.6002303340065,460.6002303340065,460.6002303340065,460.6002303340065,460.6002303340065,l,1.203265313000884,10,183,0,461.834879617003,463.336488157016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40147,2022-11-28_10h36.06.595,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.884980833583164,
