LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,top_target_prac1.stopped,tgt_fix_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,acc,E1,target_resp_prac1.keys,pracBlock,prac_fback_text.started,prac_fback_text.stopped,fix.stopped,target_resp_prac1.rt,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,0,9,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.25422530900687,88.25422530900687,88.25422530900687,88.25422530900687,88.25422530900687,88.25422530900687,88.25422530900687,88.25422530900687,88.25422530900687,88.25422530900687,a,1.1857436129939742,10,64,0,89.47225510101998,90.9740879489982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64187,2022-11-11_08h57.55.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9276631181076,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,0,10,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.47457489400404,91.47457489400404,91.47457489400404,91.47457489400404,91.47457489400404,91.47457489400404,91.47457489400404,91.47457489400404,91.47457489400404,91.47457489400404,a,0.7341393830138259,10,74,0,92.24175155800185,93.74386849900475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64187,2022-11-11_08h57.55.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9276631181076,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,0,11,11,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.24438097301754,94.24438097301754,94.24438097301754,94.24438097301754,94.24438097301754,94.24438097301754,94.24438097301754,94.24438097301754,94.24438097301754,94.24438097301754,a,0.5406889650039375,10,84,0,94.81165917901671,96.31325470100273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64187,2022-11-11_08h57.55.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9276631181076,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,1,0,12,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.81371353301802,96.81371353301802,96.81371353301802,96.81371353301802,96.81371353301802,96.81371353301802,96.81371353301802,96.81371353301802,96.81371353301802,96.81371353301802,l,0.8401280890102498,1,85,0,97.6813721290091,99.18300531400018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64187,2022-11-11_08h57.55.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9276631181076,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,1,1,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.6835072870017,99.6835072870017,99.6835072870017,99.6835072870017,99.6835072870017,99.6835072870017,99.6835072870017,99.6835072870017,99.6835072870017,99.6835072870017,l,1.1314973419939633,1,86,0,100.83475178701337,102.33646461300668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64187,2022-11-11_08h57.55.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9276631181076,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,1,2,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.83711583600962,102.83711583600962,102.83711583600962,102.83711583600962,102.83711583600962,102.83711583600962,102.83711583600962,102.83711583600962,102.83711583600962,102.83711583600962,a,0.779341221001232,10,96,0,103.63783135201083,105.1395571269968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64187,2022-11-11_08h57.55.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9276631181076,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,1,3,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.64016902199364,105.64016902199364,105.64016902199364,105.64016902199364,105.64016902199364,105.64016902199364,105.64016902199364,105.64016902199364,105.64016902199364,105.64016902199364,a,1.5418509590090252,10,106,0,107.20864474002155,108.71026680301293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64187,2022-11-11_08h57.55.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9276631181076,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,1,4,16,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2108087130182,109.2108087130182,109.2108087130182,109.2108087130182,109.2108087130182,109.2108087130182,109.2108087130182,109.2108087130182,109.2108087130182,109.2108087130182,a,0.6709137000143528,1,107,0,109.91159245901508,111.41327124100644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64187,2022-11-11_08h57.55.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9276631181076,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,1,5,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.91374737699516,111.91374737699516,111.91374737699516,111.91374737699516,111.91374737699516,111.91374737699516,111.91374737699516,111.91374737699516,111.91374737699516,111.91374737699516,l,1.2529922499961685,1,108,0,113.19864894502098,114.70021580901812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64187,2022-11-11_08h57.55.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9276631181076,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,1,6,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.20061025200994,115.20061025200994,115.20061025200994,115.20061025200994,115.20061025200994,115.20061025200994,115.20061025200994,115.20061025200994,115.20061025200994,115.20061025200994,l,0.7128215749980882,10,118,0,115.93480211900896,117.43665228699683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64187,2022-11-11_08h57.55.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9276631181076,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,1,7,19,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.93716585601214,117.93716585601214,117.93716585601214,117.93716585601214,117.93716585601214,117.93716585601214,117.93716585601214,117.93716585601214,117.93716585601214,117.93716585601214,a,0.9451369679882191,1,119,0,118.90481383600854,120.40643326399731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64187,2022-11-11_08h57.55.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9276631181076,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,1,8,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.90691542901914,120.90691542901914,120.90691542901914,120.90691542901914,120.90691542901914,120.90691542901914,120.90691542901914,120.90691542901914,120.90691542901914,120.90691542901914,l,0.6188497899856884,10,129,0,121.557765828009,123.05949777000933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64187,2022-11-11_08h57.55.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9276631181076,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,1,9,21,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.5600194040162,123.5600194040162,123.5600194040162,123.5600194040162,123.5600194040162,123.5600194040162,123.5600194040162,123.5600194040162,123.5600194040162,123.5600194040162,l,0.8800570399907883,10,139,0,124.46099230801337,125.96261715999572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64187,2022-11-11_08h57.55.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9276631181076,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,1,10,22,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.46313995099626,126.46313995099626,126.46313995099626,126.46313995099626,126.46313995099626,126.46313995099626,126.46313995099626,126.46313995099626,126.46313995099626,126.46313995099626,a,1.3195584079949185,10,149,0,127.81461807299638,129.31644753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64187,2022-11-11_08h57.55.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9276631181076,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,1,11,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.81680387401138,129.81680387401138,129.81680387401138,129.81680387401138,129.81680387401138,129.81680387401138,129.81680387401138,129.81680387401138,129.81680387401138,129.81680387401138,a,1.6773236909939442,1,150,0,131.5187510010146,133.02041749999626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64187,2022-11-11_08h57.55.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9276631181076,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,2,0,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.52089728901046,133.52089728901046,133.52089728901046,133.52089728901046,133.52089728901046,133.52089728901046,133.52089728901046,133.52089728901046,133.52089728901046,133.52089728901046,l,0.9769148619961925,1,151,0,134.521989336994,136.02361369301798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64187,2022-11-11_08h57.55.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9276631181076,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,2,1,25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.5241181430174,136.5241181430174,136.5241181430174,136.5241181430174,136.5241181430174,136.5241181430174,136.5241181430174,136.5241181430174,136.5241181430174,136.5241181430174,l,0.9216576789913233,1,152,0,137.4751698980108,138.9768913029984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64187,2022-11-11_08h57.55.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9276631181076,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,2,2,26,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.47738280301564,139.47738280301564,139.47738280301564,139.47738280301564,139.47738280301564,139.47738280301564,139.47738280301564,139.47738280301564,139.47738280301564,139.47738280301564,l,0.8367043149773963,10,162,0,140.34519786800956,141.84674617799465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64187,2022-11-11_08h57.55.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9276631181076,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,2,3,27,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.34724638902117,142.34724638902117,142.34724638902117,142.34724638902117,142.34724638902117,142.34724638902117,142.34724638902117,142.34724638902117,142.34724638902117,142.34724638902117,l,1.1184491140011232,10,172,0,143.49843254502048,145.0003688900033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64187,2022-11-11_08h57.55.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9276631181076,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,2,4,28,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.50094088801416,145.50094088801416,145.50094088801416,145.50094088801416,145.50094088801416,145.50094088801416,145.50094088801416,145.50094088801416,145.50094088801416,145.50094088801416,a,2.0813273660023697,1,173,0,147.60312944301404,149.10469338900293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64187,2022-11-11_08h57.55.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9276631181076,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,2,5,29,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.60525299300207,149.60525299300207,149.60525299300207,149.60525299300207,149.60525299300207,149.60525299300207,149.60525299300207,149.60525299300207,149.60525299300207,149.60525299300207,a,0.6210248130082618,10,183,0,150.25627824099502,151.75784878301783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64187,2022-11-11_08h57.55.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9276631181076,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,2,6,30,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.25821068201913,152.25821068201913,152.25821068201913,152.25821068201913,152.25821068201913,152.25821068201913,152.25821068201913,152.25821068201913,152.25821068201913,152.25821068201913,l,0.7134904619888403,10,193,0,152.99248660801095,154.49399629901745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64187,2022-11-11_08h57.55.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9276631181076,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,2,7,31,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.99473809299525,154.99473809299525,154.99473809299525,154.99473809299525,154.99473809299525,154.99473809299525,154.99473809299525,154.99473809299525,154.99473809299525,154.99473809299525,a,0.632645092002349,10,203,0,155.64529605800635,157.14703884301707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64187,2022-11-11_08h57.55.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9276631181076,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,2,8,32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.6477301370178,157.6477301370178,157.6477301370178,157.6477301370178,157.6477301370178,157.6477301370178,157.6477301370178,157.6477301370178,157.6477301370178,157.6477301370178,l,0.915886186005082,10,213,0,158.5818818639964,160.08356939599616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64187,2022-11-11_08h57.55.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9276631181076,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,2,9,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.584158904996,160.584158904996,160.584158904996,160.584158904996,160.584158904996,160.584158904996,160.584158904996,160.584158904996,160.584158904996,160.584158904996,a,0.5208983839838766,10,223,0,161.1346408110112,162.6362808480044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64187,2022-11-11_08h57.55.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9276631181076,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,2,10,34,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.1367676120135,163.1367676120135,163.1367676120135,163.1367676120135,163.1367676120135,163.1367676120135,163.1367676120135,163.1367676120135,163.1367676120135,163.1367676120135,a,0.6017066279891878,10,233,0,163.77112812001724,165.27258999901824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64187,2022-11-11_08h57.55.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.9276631181076,
