LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,training_feedback_txt.stopped,fix.started,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,top_target_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,acc,E1,target_resp_prac1.keys,pracBlock,prac_fback_text.started,target_resp_prac1.rt,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,alt,task,condition,target_resp.keys,rewCond,vts_fback.started,target_resp.rt,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,0,9,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789.982275377959,789.982275377959,789.982275377959,789.982275377959,789.982275377959,789.982275377959,789.982275377959,789.982275377959,789.982275377959,789.982275377959,l,0.6267347279936075,10,37,0,790.6331842110958,792.1327472990379,792.1327472990379,792.6330298720859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34086,2022-11-21_10h34.32.553,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.67327898778588,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,0,10,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792.6330298720859,792.6330298720859,792.6330298720859,792.6330298720859,792.6330298720859,792.6330298720859,792.6330298720859,792.6330298720859,792.6330298720859,792.6330298720859,a,0.6193804671056569,10,47,0,793.2847594509367,794.7853133759927,794.7853133759927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34086,2022-11-21_10h34.32.553,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.67327898778588,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,0,11,11,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795.2856779128779,795.2856779128779,795.2856779128779,795.2856779128779,795.2856779128779,795.2856779128779,795.2856779128779,795.2856779128779,795.2856779128779,795.2856779128779,a,0.8580252251122147,10,57,0,796.1693679720629,797.6677635379601,797.6677635379601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34086,2022-11-21_10h34.32.553,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.67327898778588,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,1,0,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798.1721988229547,798.1721988229547,798.1721988229547,798.1721988229547,798.1721988229547,798.1721988229547,798.1721988229547,798.1721988229547,798.1721988229547,798.1721988229547,l,0.5030047008767724,10,67,0,798.7054328429513,800.2062539050821,800.2062539050821,800.706259328872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34086,2022-11-21_10h34.32.553,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.67327898778588,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,1,1,13,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800.706259328872,800.706259328872,800.706259328872,800.706259328872,800.706259328872,800.706259328872,800.706259328872,800.706259328872,800.706259328872,800.706259328872,a,0.45596603280864656,10,77,0,801.189899056917,,802.6946448879316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34086,2022-11-21_10h34.32.553,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.67327898778588,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,1,2,14,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803.1918170219287,803.1918170219287,803.1918170219287,803.1918170219287,803.1918170219287,803.1918170219287,803.1918170219287,803.1918170219287,803.1918170219287,803.1918170219287,a,0.5680295887868851,10,87,0,803.7923741159029,,805.2928520250134,805.7928930979688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34086,2022-11-21_10h34.32.553,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.67327898778588,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,1,3,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805.7928930979688,805.7928930979688,805.7928930979688,805.7928930979688,805.7928930979688,805.7928930979688,805.7928930979688,805.7928930979688,805.7928930979688,805.7928930979688,l,0.6335893750656396,1,88,0,806.4437473320868,,807.9461320228875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34086,2022-11-21_10h34.32.553,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.67327898778588,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,1,4,16,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808.4460155880079,808.4460155880079,808.4460155880079,808.4460155880079,808.4460155880079,808.4460155880079,808.4460155880079,808.4460155880079,808.4460155880079,808.4460155880079,a,0.646840118104592,10,98,0,809.113398907939,810.6134712670464,810.6134712670464,811.1136998650618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34086,2022-11-21_10h34.32.553,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.67327898778588,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,1,5,17,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811.1136998650618,811.1136998650618,811.1136998650618,811.1136998650618,811.1136998650618,811.1136998650618,811.1136998650618,811.1136998650618,811.1136998650618,811.1136998650618,a,0.18451291206292808,10,108,0,811.3306431090459,,812.8327987170778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34086,2022-11-21_10h34.32.553,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.67327898778588,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,1,6,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813.3329315739684,813.3329315739684,813.3329315739684,813.3329315739684,813.3329315739684,813.3329315739684,813.3329315739684,813.3329315739684,813.3329315739684,813.3329315739684,l,0.39552533300593495,10,118,0,813.7497416089755,815.2499465809669,815.2499465809669,815.750272587873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34086,2022-11-21_10h34.32.553,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.67327898778588,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,1,7,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,815.750272587873,815.750272587873,815.750272587873,815.750272587873,815.750272587873,815.750272587873,815.750272587873,815.750272587873,815.750272587873,815.750272587873,l,0.5101040760055184,1,119,0,816.2849417750258,,817.7864905020688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34086,2022-11-21_10h34.32.553,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.67327898778588,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,1,8,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818.2868704220746,818.2868704220746,818.2868704220746,818.2868704220746,818.2868704220746,818.2868704220746,818.2868704220746,818.2868704220746,818.2868704220746,818.2868704220746,a,0.3686677417717874,1,120,0,818.6869406930637,820.187803223962,820.187803223962,820.687699287897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34086,2022-11-21_10h34.32.553,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.67327898778588,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,1,9,21,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820.687699287897,820.687699287897,820.687699287897,820.687699287897,820.687699287897,820.687699287897,820.687699287897,820.687699287897,820.687699287897,820.687699287897,l,0.904342892812565,1,121,0,821.6209954470396,,823.1238966099918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34086,2022-11-21_10h34.32.553,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.67327898778588,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,1,10,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,823.6241800449789,823.6241800449789,823.6241800449789,823.6241800449789,823.6241800449789,823.6241800449789,823.6241800449789,823.6241800449789,823.6241800449789,823.6241800449789,a,0.7587693687528372,1,122,0,824.4071301019285,825.9075139719062,825.9075139719062,826.4078307580203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34086,2022-11-21_10h34.32.553,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.67327898778588,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,1,11,23,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,826.4078307580203,826.4078307580203,826.4078307580203,826.4078307580203,826.4078307580203,826.4078307580203,826.4078307580203,826.4078307580203,826.4078307580203,826.4078307580203,a,0.7309328988194466,1,123,0,827.157711942913,,828.6607993599027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34086,2022-11-21_10h34.32.553,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.67327898778588,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,2,0,24,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.1611135140993,829.1611135140993,829.1611135140993,829.1611135140993,829.1611135140993,829.1611135140993,829.1611135140993,829.1611135140993,829.1611135140993,829.1611135140993,a,0.8247157419100404,10,133,0,830.0124052020255,831.511790090939,831.511790090939,832.0118028949946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34086,2022-11-21_10h34.32.553,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.67327898778588,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,2,1,25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832.0118028949946,832.0118028949946,832.0118028949946,832.0118028949946,832.0118028949946,832.0118028949946,832.0118028949946,832.0118028949946,832.0118028949946,832.0118028949946,l,0.4491912128869444,10,143,0,832.4785186450463,,833.9819095470011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34086,2022-11-21_10h34.32.553,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.67327898778588,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,2,2,26,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834.4818022619002,834.4818022619002,834.4818022619002,834.4818022619002,834.4818022619002,834.4818022619002,834.4818022619002,834.4818022619002,834.4818022619002,834.4818022619002,l,0.8585144130047411,1,144,0,835.3652996378951,836.8653778000735,836.8653778000735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34086,2022-11-21_10h34.32.553,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.67327898778588,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,2,3,27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,837.3652756200172,837.3652756200172,837.3652756200172,837.3652756200172,837.3652756200172,837.3652756200172,837.3652756200172,837.3652756200172,837.3652756200172,837.3652756200172,l,0.8213200860191137,10,154,0,838.2187811739277,839.7183879890945,839.7183879890945,840.2184591670521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34086,2022-11-21_10h34.32.553,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.67327898778588,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,2,4,28,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840.2184591670521,840.2184591670521,840.2184591670521,840.2184591670521,840.2184591670521,840.2184591670521,840.2184591670521,840.2184591670521,840.2184591670521,840.2184591670521,a,0.44351947284303606,10,164,0,840.6852607780602,,842.1859001950361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34086,2022-11-21_10h34.32.553,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.67327898778588,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,2,5,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842.6860310218763,842.6860310218763,842.6860310218763,842.6860310218763,842.6860310218763,842.6860310218763,842.6860310218763,842.6860310218763,842.6860310218763,842.6860310218763,l,0.5641639260575175,10,174,0,843.2711612530984,844.7717792480253,844.7717792480253,845.2718540809583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34086,2022-11-21_10h34.32.553,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.67327898778588,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,2,6,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845.2718540809583,845.2718540809583,845.2718540809583,845.2718540809583,845.2718540809583,845.2718540809583,845.2718540809583,845.2718540809583,845.2718540809583,845.2718540809583,l,0.9028879441320896,10,184,0,846.2059354789089,847.7039747270755,847.7039747270755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34086,2022-11-21_10h34.32.553,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.67327898778588,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,2,7,31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848.2085685769562,848.2085685769562,848.2085685769562,848.2085685769562,848.2085685769562,848.2085685769562,848.2085685769562,848.2085685769562,848.2085685769562,848.2085685769562,a,0.5874220370315015,10,194,0,848.8256156549323,850.3257433469407,850.3257433469407,850.8262377548963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34086,2022-11-21_10h34.32.553,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.67327898778588,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,2,8,32,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850.8262377548963,850.8262377548963,850.8262377548963,850.8262377548963,850.8262377548963,850.8262377548963,850.8262377548963,850.8262377548963,850.8262377548963,850.8262377548963,l,0.4225613330490887,1,195,0,851.2770542448852,,852.7782449980732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34086,2022-11-21_10h34.32.553,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.67327898778588,
