LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.300949036842212,space,43.297438458073884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44527,2022-11-14_14h08.43.665,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93466954056642,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.55698134494014,58.55698134494014,58.55698134494014,58.55698134494014,58.55698134494014,58.55698134494014,58.55698134494014,58.55698134494014,58.55698134494014,58.55698134494014,a,24.98403021506965,10,10,0,83.56531002186239,85.06571263982914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44527,2022-11-14_14h08.43.665,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93466954056642,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,0,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.56605843780562,85.56605843780562,85.56605843780562,85.56605843780562,85.56605843780562,85.56605843780562,85.56605843780562,85.56605843780562,85.56605843780562,85.56605843780562,a,2.227837526006624,1,11,0,87.81728643085808,89.31906336802058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44527,2022-11-14_14h08.43.665,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93466954056642,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,0,2,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.81932750181295,89.81932750181295,89.81932750181295,89.81932750181295,89.81932750181295,89.81932750181295,89.81932750181295,89.81932750181295,89.81932750181295,89.81932750181295,l,1.4846472560893744,10,21,0,91.33671072591096,92.83719387184829,92.83719387184829,93.33725687884726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44527,2022-11-14_14h08.43.665,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93466954056642,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,0,3,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.33725687884726,93.33725687884726,93.33725687884726,93.33725687884726,93.33725687884726,93.33725687884726,93.33725687884726,93.33725687884726,93.33725687884726,93.33725687884726,a,0.8473843429237604,1,22,0,94.20646319794469,95.70694338297471,95.70694338297471,96.20706543582492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44527,2022-11-14_14h08.43.665,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93466954056642,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,0,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.20706543582492,96.20706543582492,96.20706543582492,96.20706543582492,96.20706543582492,96.20706543582492,96.20706543582492,96.20706543582492,96.20706543582492,96.20706543582492,l,1.2846881859004498,1,23,0,97.52377131697722,99.02613544883206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44527,2022-11-14_14h08.43.665,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93466954056642,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,0,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5265577568207,99.5265577568207,99.5265577568207,99.5265577568207,99.5265577568207,99.5265577568207,99.5265577568207,99.5265577568207,99.5265577568207,99.5265577568207,a,1.3517327951267362,10,33,0,100.91052914294414,102.41128144902177,102.41128144902177,102.9112834369298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44527,2022-11-14_14h08.43.665,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93466954056642,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,0,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.9112834369298,102.9112834369298,102.9112834369298,102.9112834369298,102.9112834369298,102.9112834369298,102.9112834369298,102.9112834369298,102.9112834369298,102.9112834369298,a,0.9033478109631687,1,34,0,103.84499720390886,105.34715799381956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44527,2022-11-14_14h08.43.665,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93466954056642,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,0,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.8473000288941,105.8473000288941,105.8473000288941,105.8473000288941,105.8473000288941,105.8473000288941,105.8473000288941,105.8473000288941,105.8473000288941,105.8473000288941,l,5.493916348088533,1,35,0,111.36816678801551,112.86854242696427,112.86854242696427,113.36875455686823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44527,2022-11-14_14h08.43.665,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93466954056642,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,0,8,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.36875455686823,113.36875455686823,113.36875455686823,113.36875455686823,113.36875455686823,113.36875455686823,113.36875455686823,113.36875455686823,113.36875455686823,113.36875455686823,a,1.561483239987865,10,45,0,114.954513334902,116.45496952882968,116.45496952882968,116.95499604800716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44527,2022-11-14_14h08.43.665,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93466954056642,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,0,9,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.95499604800716,116.95499604800716,116.95499604800716,116.95499604800716,116.95499604800716,116.95499604800716,116.95499604800716,116.95499604800716,116.95499604800716,116.95499604800716,a,7.358408675994724,10,55,0,124.34441397502087,125.84520083782263,125.84520083782263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44527,2022-11-14_14h08.43.665,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93466954056642,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,0,10,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.34532669186592,126.34532669186592,126.34532669186592,126.34532669186592,126.34532669186592,126.34532669186592,126.34532669186592,126.34532669186592,126.34532669186592,126.34532669186592,l,1.6018041321076453,10,65,0,127.97960957488976,129.4818554490339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44527,2022-11-14_14h08.43.665,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93466954056642,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.9821047799196,129.9821047799196,129.9821047799196,129.9821047799196,129.9821047799196,129.9821047799196,129.9821047799196,129.9821047799196,129.9821047799196,129.9821047799196,l,0.677082512062043,1,66,0,130.6828869129531,132.18283870094456,132.18283870094456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44527,2022-11-14_14h08.43.665,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93466954056642,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,1,0,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.68317811493762,132.68317811493762,132.68317811493762,132.68317811493762,132.68317811493762,132.68317811493762,132.68317811493762,132.68317811493762,132.68317811493762,132.68317811493762,a,0.9909623020794243,1,67,0,133.6996534159407,135.20219943881966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44527,2022-11-14_14h08.43.665,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93466954056642,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,1,1,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.70225881086662,135.70225881086662,135.70225881086662,135.70225881086662,135.70225881086662,135.70225881086662,135.70225881086662,135.70225881086662,135.70225881086662,135.70225881086662,a,1.2454352139029652,10,77,0,136.9701528288424,138.47009025793523,138.47009025793523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44527,2022-11-14_14h08.43.665,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93466954056642,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,1,2,14,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.9719625909347,138.9719625909347,138.9719625909347,138.9719625909347,138.9719625909347,138.9719625909347,138.9719625909347,138.9719625909347,138.9719625909347,138.9719625909347,l,1.0702050421386957,1,78,0,140.0725935769733,141.57319625187665,141.57319625187665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44527,2022-11-14_14h08.43.665,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93466954056642,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,1,3,15,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.07322744699195,142.07322744699195,142.07322744699195,142.07322744699195,142.07322744699195,142.07322744699195,142.07322744699195,142.07322744699195,142.07322744699195,142.07322744699195,l,1.7265510149300098,1,79,0,143.82353398902342,145.32631750684232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44527,2022-11-14_14h08.43.665,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93466954056642,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,1,4,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.8264820529148,145.8264820529148,145.8264820529148,145.8264820529148,145.8264820529148,145.8264820529148,145.8264820529148,145.8264820529148,145.8264820529148,145.8264820529148,l,1.0553399638738483,10,89,0,146.91248363186605,148.427240798017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44527,2022-11-14_14h08.43.665,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93466954056642,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,1,5,17,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.92543310881592,148.92543310881592,148.92543310881592,148.92543310881592,148.92543310881592,148.92543310881592,148.92543310881592,148.92543310881592,148.92543310881592,148.92543310881592,a,1.3765175971202552,10,99,0,150.32995081599802,151.83041207282804,151.83041207282804,152.33074405184016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44527,2022-11-14_14h08.43.665,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93466954056642,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,1,6,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.33074405184016,152.33074405184016,152.33074405184016,152.33074405184016,152.33074405184016,152.33074405184016,152.33074405184016,152.33074405184016,152.33074405184016,152.33074405184016,l,1.0537915560416877,10,109,0,153.4142704079859,154.9164990268182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44527,2022-11-14_14h08.43.665,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93466954056642,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,1,7,19,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.41694723302498,155.41694723302498,155.41694723302498,155.41694723302498,155.41694723302498,155.41694723302498,155.41694723302498,155.41694723302498,155.41694723302498,155.41694723302498,a,4.481707440922037,1,110,0,159.92101407493465,161.42105220491067,161.42105220491067,161.9209395579528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44527,2022-11-14_14h08.43.665,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93466954056642,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,1,8,20,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.9209395579528,161.9209395579528,161.9209395579528,161.9209395579528,161.9209395579528,161.9209395579528,161.9209395579528,161.9209395579528,161.9209395579528,161.9209395579528,a,0.5772548709064722,1,111,0,162.52109090588056,164.02366800187156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44527,2022-11-14_14h08.43.665,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93466954056642,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,1,9,21,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.52386597380973,164.52386597380973,164.52386597380973,164.52386597380973,164.52386597380973,164.52386597380973,164.52386597380973,164.52386597380973,164.52386597380973,164.52386597380973,l,0.9786401640158147,10,121,0,165.52455279487185,167.0246398129966,167.0246398129966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44527,2022-11-14_14h08.43.665,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93466954056642,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,1,10,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.52502730791457,167.52502730791457,167.52502730791457,167.52502730791457,167.52502730791457,167.52502730791457,167.52502730791457,167.52502730791457,167.52502730791457,167.52502730791457,a,0.9693692540749907,1,122,0,168.52502332581207,170.0274947360158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44527,2022-11-14_14h08.43.665,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93466954056642,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,1,11,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.5280381978955,170.5280381978955,170.5280381978955,170.5280381978955,170.5280381978955,170.5280381978955,170.5280381978955,170.5280381978955,170.5280381978955,170.5280381978955,l,2.5459835410583764,10,132,0,173.09630363993347,174.59766699699685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44527,2022-11-14_14h08.43.665,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93466954056642,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,2,0,24,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.0980959609151,175.0980959609151,175.0980959609151,175.0980959609151,175.0980959609151,175.0980959609151,175.0980959609151,175.0980959609151,175.0980959609151,175.0980959609151,a,0.6862143641337752,1,133,0,175.81613175198436,177.31563548580743,177.31563548580743,177.81585577200167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44527,2022-11-14_14h08.43.665,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93466954056642,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,2,1,25,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.81585577200167,177.81585577200167,177.81585577200167,177.81585577200167,177.81585577200167,177.81585577200167,177.81585577200167,177.81585577200167,177.81585577200167,177.81585577200167,a,1.4338540940079838,10,143,0,179.26863243896514,180.768921257928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44527,2022-11-14_14h08.43.665,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93466954056642,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,2,2,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.2691542408429,181.2691542408429,181.2691542408429,181.2691542408429,181.2691542408429,181.2691542408429,181.2691542408429,181.2691542408429,181.2691542408429,181.2691542408429,a,1.1306967879645526,1,144,0,182.42014557681978,183.91984034795314,183.91984034795314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44527,2022-11-14_14h08.43.665,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93466954056642,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,2,3,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.42187509080395,184.42187509080395,184.42187509080395,184.42187509080395,184.42187509080395,184.42187509080395,184.42187509080395,184.42187509080395,184.42187509080395,184.42187509080395,l,1.3878437341190875,1,145,0,185.83894335781224,187.33939707488753,187.33939707488753,187.839800755959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44527,2022-11-14_14h08.43.665,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93466954056642,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,2,4,28,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.839800755959,187.839800755959,187.839800755959,187.839800755959,187.839800755959,187.839800755959,187.839800755959,187.839800755959,187.839800755959,187.839800755959,a,1.2091313600540161,10,155,0,189.07612964580767,190.57588559482247,190.57588559482247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44527,2022-11-14_14h08.43.665,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93466954056642,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,2,5,29,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.07612676289864,191.07612676289864,191.07612676289864,191.07612676289864,191.07612676289864,191.07612676289864,191.07612676289864,191.07612676289864,191.07612676289864,191.07612676289864,l,1.302804628154263,10,165,0,192.40950337983668,193.91005670093,193.91005670093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44527,2022-11-14_14h08.43.665,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93466954056642,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,2,6,30,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.41232479689643,194.41232479689643,194.41232479689643,194.41232479689643,194.41232479689643,194.41232479689643,194.41232479689643,194.41232479689643,194.41232479689643,194.41232479689643,l,1.0953232371248305,10,175,0,195.5296317478642,197.03018621797673,197.03018621797673,197.5301855399739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44527,2022-11-14_14h08.43.665,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93466954056642,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,2,7,31,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.5301855399739,197.5301855399739,197.5301855399739,197.5301855399739,197.5301855399739,197.5301855399739,197.5301855399739,197.5301855399739,197.5301855399739,197.5301855399739,a,0.6100683060940355,1,176,0,198.16431317781098,199.66600129799917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44527,2022-11-14_14h08.43.665,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93466954056642,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,2,8,32,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.16617570002563,200.16617570002563,200.16617570002563,200.16617570002563,200.16617570002563,200.16617570002563,200.16617570002563,200.16617570002563,200.16617570002563,200.16617570002563,l,1.9675864318851382,1,177,0,202.15030942880549,203.65094366995618,203.65094366995618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44527,2022-11-14_14h08.43.665,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93466954056642,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,2,9,33,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.1529294520151,204.1529294520151,204.1529294520151,204.1529294520151,204.1529294520151,204.1529294520151,204.1529294520151,204.1529294520151,204.1529294520151,204.1529294520151,l,0.7824488889891654,1,178,0,204.95295516587794,206.45359181100503,206.45359181100503,206.95384529302828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44527,2022-11-14_14h08.43.665,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93466954056642,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,2,10,34,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.95384529302828,206.95384529302828,206.95384529302828,206.95384529302828,206.95384529302828,206.95384529302828,206.95384529302828,206.95384529302828,206.95384529302828,206.95384529302828,l,1.2107843649573624,1,179,0,208.18759211990982,209.69006887590513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44527,2022-11-14_14h08.43.665,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93466954056642,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,2,11,35,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.1903674278874,210.1903674278874,210.1903674278874,210.1903674278874,210.1903674278874,210.1903674278874,210.1903674278874,210.1903674278874,210.1903674278874,210.1903674278874,l,0.8759362460114062,1,180,0,211.09058546787128,212.591313483892,212.591313483892,213.09138949681073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44527,2022-11-14_14h08.43.665,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93466954056642,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,3,0,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.09138949681073,213.09138949681073,213.09138949681073,213.09138949681073,213.09138949681073,213.09138949681073,213.09138949681073,213.09138949681073,213.09138949681073,213.09138949681073,a,0.8559749850537628,1,181,0,213.97238056384958,215.47725568991154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44527,2022-11-14_14h08.43.665,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93466954056642,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,3,1,37,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.97753250598907,215.97753250598907,215.97753250598907,215.97753250598907,215.97753250598907,215.97753250598907,215.97753250598907,215.97753250598907,215.97753250598907,215.97753250598907,l,0.9850154081359506,1,182,0,216.99459585081786,218.49527191999368,218.49527191999368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44527,2022-11-14_14h08.43.665,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.93466954056642,
