LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1110.7914618379436,space,40.62346857925877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82866,2022-11-22_10h17.46.575,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95814850278986,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1173.5060905818827,1173.5060905818827,1173.5060905818827,1173.5060905818827,1173.5060905818827,1173.5060905818827,1173.5060905818827,1173.5060905818827,1173.5060905818827,1173.5060905818827,a,1.2082302141934633,0,0,0,1174.7449728809297,1176.259756454965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82866,2022-11-22_10h17.46.575,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95814850278986,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,0,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1176.759863305837,1176.759863305837,1176.759863305837,1176.759863305837,1176.759863305837,1176.759863305837,1176.759863305837,1176.759863305837,1176.759863305837,1176.759863305837,a,1.0267073202412575,1,1,0,1177.813869623933,1179.329429310048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82866,2022-11-22_10h17.46.575,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95814850278986,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1179.829530875897,1179.829530875897,1179.829530875897,1179.829530875897,1179.829530875897,1179.829530875897,1179.829530875897,1179.829530875897,1179.829530875897,1179.829530875897,a,1.466332073090598,10,11,0,1181.3148276668508,1182.8158336218912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82866,2022-11-22_10h17.46.575,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95814850278986,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1183.3161181809846,1183.3161181809846,1183.3161181809846,1183.3161181809846,1183.3161181809846,1183.3161181809846,1183.3161181809846,1183.3161181809846,1183.3161181809846,1183.3161181809846,l,0.6695658462122083,1,12,0,1184.0177394049242,1185.5168188218959,1185.5168188218959,1186.0168625570368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82866,2022-11-22_10h17.46.575,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95814850278986,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,0,4,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1186.0168625570368,1186.0168625570368,1186.0168625570368,1186.0168625570368,1186.0168625570368,1186.0168625570368,1186.0168625570368,1186.0168625570368,1186.0168625570368,1186.0168625570368,l,0.983314756071195,1,13,0,1187.0174388508312,1188.519836655818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82866,2022-11-22_10h17.46.575,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95814850278986,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,0,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1189.0198628630023,1189.0198628630023,1189.0198628630023,1189.0198628630023,1189.0198628630023,1189.0198628630023,1189.0198628630023,1189.0198628630023,1189.0198628630023,1189.0198628630023,l,0.917289380216971,10,23,0,1189.9554010599386,1191.4707954698242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82866,2022-11-22_10h17.46.575,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95814850278986,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,0,6,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191.9712205058895,1191.9712205058895,1191.9712205058895,1191.9712205058895,1191.9712205058895,1191.9712205058895,1191.9712205058895,1191.9712205058895,1191.9712205058895,1191.9712205058895,a,1.1276552071794868,1,24,0,1193.1244859928265,1194.6238763679285,1194.6238763679285,1195.1241151939612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82866,2022-11-22_10h17.46.575,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95814850278986,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,0,7,7,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1195.1241151939612,1195.1241151939612,1195.1241151939612,1195.1241151939612,1195.1241151939612,1195.1241151939612,1195.1241151939612,1195.1241151939612,1195.1241151939612,1195.1241151939612,l,1.7651604101993144,10,34,0,1196.909458626993,1198.410332718864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82866,2022-11-22_10h17.46.575,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95814850278986,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,0,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1198.9107267558575,1198.9107267558575,1198.9107267558575,1198.9107267558575,1198.9107267558575,1198.9107267558575,1198.9107267558575,1198.9107267558575,1198.9107267558575,1198.9107267558575,l,1.0950140161439776,10,44,0,1200.0277436808683,1201.5282838249113,1201.5282838249113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82866,2022-11-22_10h17.46.575,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95814850278986,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1202.0283328769729,1202.0283328769729,1202.0283328769729,1202.0283328769729,1202.0283328769729,1202.0283328769729,1202.0283328769729,1202.0283328769729,1202.0283328769729,1202.0283328769729,a,0.8125128771644086,1,45,0,1202.865121675888,1204.3644220288843,1204.3644220288843,1204.864557351917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82866,2022-11-22_10h17.46.575,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95814850278986,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,0,10,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1204.864557351917,1204.864557351917,1204.864557351917,1204.864557351917,1204.864557351917,1204.864557351917,1204.864557351917,1204.864557351917,1204.864557351917,1204.864557351917,a,0.8451762781478465,1,46,0,1205.7314558839425,1207.2372063610237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82866,2022-11-22_10h17.46.575,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95814850278986,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,0,11,11,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1207.7340602229815,1207.7340602229815,1207.7340602229815,1207.7340602229815,1207.7340602229815,1207.7340602229815,1207.7340602229815,1207.7340602229815,1207.7340602229815,1207.7340602229815,a,0.8002517919521779,10,56,0,1208.552492955001,1210.0515112229623,1210.0515112229623,1210.5518614279572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82866,2022-11-22_10h17.46.575,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95814850278986,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,1,0,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1210.5518614279572,1210.5518614279572,1210.5518614279572,1210.5518614279572,1210.5518614279572,1210.5518614279572,1210.5518614279572,1210.5518614279572,1210.5518614279572,1210.5518614279572,l,1.1106186141259968,10,66,0,1211.685410571983,1213.1878240848891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82866,2022-11-22_10h17.46.575,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95814850278986,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,1,1,13,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1213.6882361739408,1213.6882361739408,1213.6882361739408,1213.6882361739408,1213.6882361739408,1213.6882361739408,1213.6882361739408,1213.6882361739408,1213.6882361739408,1213.6882361739408,a,1.0220631891861558,10,76,0,1214.7384257339872,1216.238866257947,1216.238866257947,1216.7391097848304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82866,2022-11-22_10h17.46.575,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95814850278986,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,1,2,14,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1216.7391097848304,1216.7391097848304,1216.7391097848304,1216.7391097848304,1216.7391097848304,1216.7391097848304,1216.7391097848304,1216.7391097848304,1216.7391097848304,1216.7391097848304,a,0.6045485271606594,1,77,0,1217.3757954980247,1218.8751179829706,1218.8751179829706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82866,2022-11-22_10h17.46.575,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95814850278986,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,1,3,15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1219.3751473058946,1219.3751473058946,1219.3751473058946,1219.3751473058946,1219.3751473058946,1219.3751473058946,1219.3751473058946,1219.3751473058946,1219.3751473058946,1219.3751473058946,a,0.6683350100647658,10,87,0,1220.0755665048491,1221.576199095929,1221.576199095929,1222.0761864499655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82866,2022-11-22_10h17.46.575,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95814850278986,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,1,4,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1222.0761864499655,1222.0761864499655,1222.0761864499655,1222.0761864499655,1222.0761864499655,1222.0761864499655,1222.0761864499655,1222.0761864499655,1222.0761864499655,1222.0761864499655,a,1.2856043211650103,10,97,0,1223.378572704969,1224.8791226448957,1224.8791226448957,1225.3792598550208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82866,2022-11-22_10h17.46.575,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95814850278986,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,1,5,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1225.3792598550208,1225.3792598550208,1225.3792598550208,1225.3792598550208,1225.3792598550208,1225.3792598550208,1225.3792598550208,1225.3792598550208,1225.3792598550208,1225.3792598550208,l,1.121852886164561,10,107,0,1226.529750208836,1228.03186974884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82866,2022-11-22_10h17.46.575,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.95814850278986,
