LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,training_feedback_txt.stopped,fix.started,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,2,11,35,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2139.210550694028,2139.210550694028,2139.210550694028,2139.210550694028,2139.210550694028,2139.210550694028,2139.210550694028,2139.210550694028,2139.210550694028,2139.210550694028,l,1.0082210830878466,10,789,2,2140.2456420829985,2141.7447300779168,2141.7447300779168,2142.2451364519075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80052,2022-11-15_10h09.31.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.033283768246825,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,3,0,36,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2142.2451364519075,2142.2451364519075,2142.2451364519075,2142.2451364519075,2142.2451364519075,2142.2451364519075,2142.2451364519075,2142.2451364519075,2142.2451364519075,2142.2451364519075,a,0.9770466000773013,10,799,2,2143.2467583678663,,2144.7476314448286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80052,2022-11-15_10h09.31.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.033283768246825,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,3,1,37,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2145.248186843004,2145.248186843004,2145.248186843004,2145.248186843004,2145.248186843004,2145.248186843004,2145.248186843004,2145.248186843004,2145.248186843004,2145.248186843004,l,0.775746830040589,1,800,2,2146.0514299490023,,2147.565357944928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80052,2022-11-15_10h09.31.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.033283768246825,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,3,2,38,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2148.0655750348233,2148.0655750348233,2148.0655750348233,2148.0655750348233,2148.0655750348233,2148.0655750348233,2148.0655750348233,2148.0655750348233,2148.0655750348233,2148.0655750348233,a,2.5489899879321456,1,801,2,2150.6365338228643,,2152.152507926803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80052,2022-11-15_10h09.31.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.033283768246825,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,3,3,39,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2152.652569678845,2152.652569678845,2152.652569678845,2152.652569678845,2152.652569678845,2152.652569678845,2152.652569678845,2152.652569678845,2152.652569678845,2152.652569678845,a,1.2021699608303607,1,802,2,2153.8865803428926,2155.388705551857,2155.388705551857,2155.8886951908935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80052,2022-11-15_10h09.31.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.033283768246825,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,3,4,40,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2155.8886951908935,2155.8886951908935,2155.8886951908935,2155.8886951908935,2155.8886951908935,2155.8886951908935,2155.8886951908935,2155.8886951908935,2155.8886951908935,2155.8886951908935,l,0.7455390389077365,1,803,2,2156.6569974988233,2158.1561307220254,2158.1561307220254,2158.656306518009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80052,2022-11-15_10h09.31.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.033283768246825,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,3,5,41,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2158.656306518009,2158.656306518009,2158.656306518009,2158.656306518009,2158.656306518009,2158.656306518009,2158.656306518009,2158.656306518009,2158.656306518009,2158.656306518009,l,1.96000806405209,10,813,2,2160.6457814020105,,2162.159526966978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80052,2022-11-15_10h09.31.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.033283768246825,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,3,6,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2162.6597133199684,2162.6597133199684,2162.6597133199684,2162.6597133199684,2162.6597133199684,2162.6597133199684,2162.6597133199684,2162.6597133199684,2162.6597133199684,2162.6597133199684,l,2.6144428472034633,1,814,2,2165.299445295008,,2166.8128041208256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80052,2022-11-15_10h09.31.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.033283768246825,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,3,7,43,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2167.3131088588852,2167.3131088588852,2167.3131088588852,2167.3131088588852,2167.3131088588852,2167.3131088588852,2167.3131088588852,2167.3131088588852,2167.3131088588852,2167.3131088588852,a,0.6043074850458652,1,815,2,2167.947907246882,,2169.449111787835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80052,2022-11-15_10h09.31.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.033283768246825,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,3,8,44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2169.9493261908647,2169.9493261908647,2169.9493261908647,2169.9493261908647,2169.9493261908647,2169.9493261908647,2169.9493261908647,2169.9493261908647,2169.9493261908647,2169.9493261908647,l,2.9188989349640906,1,816,2,2172.9006302868947,2174.402620204026,2174.402620204026,2174.9029400018044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80052,2022-11-15_10h09.31.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.033283768246825,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,3,9,45,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2174.9029400018044,2174.9029400018044,2174.9029400018044,2174.9029400018044,2174.9029400018044,2174.9029400018044,2174.9029400018044,2174.9029400018044,2174.9029400018044,2174.9029400018044,l,1.7455672919750214,10,826,2,2176.673628638964,,2178.187584302854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80052,2022-11-15_10h09.31.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.033283768246825,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,3,10,46,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2178.687516073929,2178.687516073929,2178.687516073929,2178.687516073929,2178.687516073929,2178.687516073929,2178.687516073929,2178.687516073929,2178.687516073929,2178.687516073929,l,0.7507847449742258,1,827,2,2179.4596526538953,,2180.9736479248386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80052,2022-11-15_10h09.31.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.033283768246825,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,3,11,47,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2181.457274826942,2181.457274826942,2181.457274826942,2181.457274826942,2181.457274826942,2181.457274826942,2181.457274826942,2181.457274826942,2181.457274826942,2181.457274826942,a,0.917147901142016,1,828,2,2182.3928149098065,,2183.908193590818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80052,2022-11-15_10h09.31.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.033283768246825,
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2274.762536033988,,181,U,circle,0.002492960076779127,2270.284106983803,2271.7728018208873,2271.7728018208873,2271.7728018208873,1,0,f,1.4617698399815708,0,2273.2599077590276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80052,2022-11-15_10h09.31.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.033283768246825,
,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2279.595827608835,,174,H,triangle,0.0017188801430165768,2275.754842138849,2277.242958674906,2277.242958674906,2277.242958674906,1,0,f,0.8298301741015166,0,2278.0949188959785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80052,2022-11-15_10h09.31.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.033283768246825,
,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2284.832809380954,,139,F,hexagon,0.0020312739070504904,2280.5915562089067,2282.07994378102,2282.07994378102,2282.07994378102,1,0,d,1.2236810859758407,0,2283.331972962944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80052,2022-11-15_10h09.31.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.033283768246825,
,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2289.919887189986,,160,D,star,0.001764883054420352,2285.8281281560194,2287.317115390906,2287.317115390906,2287.317115390906,1,0,f,1.0837810500524938,0,2288.4195017500315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80052,2022-11-15_10h09.31.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.033283768246825,
,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2295.27368420898,,146,Y,hexagon,0.0020527499727904797,2290.9154728199355,2292.4040181660093,2292.4040181660093,2292.4040181660093,1,0,d,1.340954844839871,0,2293.7727734628133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80052,2022-11-15_10h09.31.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.033283768246825,
,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2299.91047941288,,125,W,triangle,0.0019789820071309805,2296.269589198986,2297.75763807795,2297.75763807795,2297.75763807795,1,0,d,0.6329090390354395,0,2298.409799569985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80052,2022-11-15_10h09.31.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.033283768246825,
,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2304.5473674410023,,167,S,circle,0.002391168149188161,2300.906133785844,2302.3947199939284,2302.3947199939284,2302.3947199939284,1,0,f,0.6208681508433074,0,2303.046642602887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80052,2022-11-15_10h09.31.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.033283768246825,
,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2309.2509161368944,,132,B,star,0.0017928739544004202,2305.542944954941,2307.0317072579637,2307.0317072579637,2307.0317072579637,1,0,d,0.6860074319411069,0,2307.749555417802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80052,2022-11-15_10h09.31.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.033283768246825,
,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2313.702399721835,,181,U,star,0.0021796829532831907,2310.2458234739024,2311.7350941449404,2311.7350941449404,2311.7350941449404,1,0,f,0.43860017298720777,0,2312.2033231188543,2313.702399721835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80052,2022-11-15_10h09.31.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.033283768246825,
,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2318.372828269843,2318.883673225995,174,H,circle,0.0019342540763318539,2314.69902473595,2316.18866282003,2316.18866282003,2316.18866282003,1,0,f,0.6641702700871974,0,2316.8736909558065,2318.372828269843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80052,2022-11-15_10h09.31.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.033283768246825,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2348.5278175869025,,132,W,hexagon,0.000687542138621211,,,,,1,0,,,1,2347.012991653988,,2344.5039439038374,2345.993537056027,2345.993537056027,2345.993537056027,k,1.000381818972528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80052,2022-11-15_10h09.31.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.033283768246825,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2353.3983791058417,2353.8984322198667,181,Y,circle,0.01638628006912768,,,,,1,0,,,1,2351.8976511398796,2353.3983791058417,2349.5242102209013,2350.9972650299314,2350.9972650299314,2350.9972650299314,k,0.8683572211302817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80052,2022-11-15_10h09.31.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.033283768246825,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2358.418436844833,,174,H,star,0.014979890082031488,,,,,1,0,,,1,2356.9193022709806,2358.418436844833,2354.411076936871,2355.884354979964,2355.884354979964,2355.884354979964,j,1.0092453539837152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80052,2022-11-15_10h09.31.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.033283768246825,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2363.288564894814,,146,D,triangle,0.00038345810025930405,,,,,1,0,,,1,2361.77371964301,,2359.4146352028474,2360.9045283189043,2360.9045283189043,2360.9045283189043,j,0.8382728090509772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80052,2022-11-15_10h09.31.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.033283768246825,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2368.025371773867,2368.5257906899787,125,B,star,0.01685966900549829,,,,,1,0,,,1,2366.5265649210196,2368.025371773867,2364.2848525249865,2365.7580438498408,2365.7580438498408,2365.7580438498408,j,0.7436304041184485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80052,2022-11-15_10h09.31.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.033283768246825,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2372.745801314013,2373.245878970949,160,U,triangle,0.0005403158720582724,,,,,1,0,,,1,2371.246695884969,2372.745801314013,2369.02129017096,2370.5118677569553,2370.5118677569553,2370.5118677569553,k,0.7039289041422307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80052,2022-11-15_10h09.31.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.033283768246825,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2377.566101287026,,139,F,hexagon,0.0005280859768390656,,,,,1,0,,,1,2376.050627514953,,2373.741801901022,2375.232074694941,2375.232074694941,2375.232074694941,j,0.7990166870877147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80052,2022-11-15_10h09.31.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.033283768246825,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2382.3194509758614,2382.819824115839,167,S,circle,0.016900451853871346,,,,,1,0,,,1,2380.820667081978,2382.3194509758614,2378.5617574369535,2380.0352862318978,2380.0352862318978,2380.0352862318978,k,0.766032133018598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80052,2022-11-15_10h09.31.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.033283768246825,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2387.1395521638915,,132,W,triangle,0.0004158490337431431,,,,,1,0,,,1,2385.6243004438,,2383.3152569418307,2384.805671949871,2384.805671949871,2384.805671949871,k,0.7883261009119451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80052,2022-11-15_10h09.31.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.033283768246825,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2391.893250914989,,181,Y,hexagon,0.016924783820286393,,,,,1,0,,,1,2390.3779030449223,,2388.135523323901,2389.6091610079166,2389.6091610079166,2389.6091610079166,k,0.7438199729658663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80052,2022-11-15_10h09.31.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.033283768246825,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,,2451.853560921969,,181,S,circle,0.0025039841420948505,,,,,1,0,,,2,,,,,,,,,2446.162848589942,2446.162848589942,2446.162848589942,2446.162848589942,2447.650140646845,2447.650140646845,2447.650140646845,2447.650140646845,2447.666873198934,2447.666873198934,2447.666873198934,2447.666873198934,-1,letter,NA,k,2.6691742839757353,vtsPrac,2450.340012129862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80052,2022-11-15_10h09.31.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.033283768246825,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,,2458.791327690007,,132,D,star,0.016816973919048905,,,,,1,0,,,2,,,,,,,,,2452.8496809038334,2452.8496809038334,2452.8496809038334,2452.8496809038334,2454.3230297940318,2454.3230297940318,2454.3230297940318,2454.3230297940318,2454.3562032349873,2454.3562032349873,2454.3562032349873,2454.3562032349873,switch,number,numSwt,d,2.925658449996263,vtsPrac,2457.2762397928163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80052,2022-11-15_10h09.31.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.033283768246825,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,,2464.1875490299426,,139,U,triangle,0.002020671032369137,,,,,1,0,,,2,,,,,,,,,2459.7721761448774,2459.7721761448774,2459.7721761448774,2459.7721761448774,2461.260622816859,2461.260622816859,2461.260622816859,2461.260622816859,2461.277252244996,2461.277252244996,2461.277252244996,2461.277252244996,switch,letter,lettSwt,k,1.3888159031048417,vtsPrac,2462.679688207805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80052,2022-11-15_10h09.31.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.033283768246825,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,,2471.1845705898013,,167,F,star,0.001853455789387226,,,,,-1,0,,,2,,,,,,,,,2465.175867548911,2465.175867548911,2465.175867548911,2465.175867548911,2466.6646245110314,2466.6646245110314,2466.6646245110314,2466.6646245110314,2466.681421905989,2466.681421905989,2466.681421905989,2466.681421905989,switch,no_choice,NA,None,,vtsPrac,2469.670781862922,2469.670781862922,2469.670781862922,2469.670781862922,2469.670781862922,,,,,,,,,,,,,,,,,,,,,,,,,80052,2022-11-15_10h09.31.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.033283768246825,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,,2476.15492530982,,181,S,triangle,0.006568067008629441,,,,,1,0,,,2,,,,,,,,,2472.180430976907,2472.180430976907,2472.180430976907,2472.180430976907,2473.6685680840164,2473.6685680840164,2473.6685680840164,2473.6685680840164,2473.685421865899,2473.685421865899,2473.685421865899,2473.685421865899,switch,number,numSwt,f,0.9397875941358507,vtsPrac,2474.6408103108406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80052,2022-11-15_10h09.31.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.033283768246825,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,,2481.0250936418306,,132,D,circle,0.01676214998587966,,,,,1,0,,,2,,,,,,,,,2477.150657156948,2477.150657156948,2477.150657156948,2477.150657156948,2478.6223724549636,2478.6223724549636,2478.6223724549636,2478.6223724549636,2478.6557802588213,2478.6557802588213,2478.6557802588213,2478.6557802588213,switch,letter,lettSwt,j,0.8688257031608373,vtsPrac,2479.510037516011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80052,2022-11-15_10h09.31.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.033283768246825,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,828,,,,2486.5455512879416,,139,U,hexagon,0.016660593915730715,,,,,1,0,,,2,,,,,,,,,2482.0208757750224,2482.0208757750224,2482.0208757750224,2482.0208757750224,2483.4925399399363,2483.4925399399363,2483.4925399399363,2483.4925399399363,2483.5261473290157,2483.5261473290157,2483.5261473290157,2483.5261473290157,switch,number,numSwt,d,1.5114996549673378,vtsPrac,2485.0301885029767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80052,2022-11-15_10h09.31.025,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.033283768246825,
