LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,training_feedback_txt.stopped,fix.started,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,top_target_prac1.stopped,tgt_fix_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,top_target_prac2.stopped,tgt_fix_prac2.stopped,bott_target_prac2.stopped,target_resp_prac2.stopped,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,10,924,,,,1558.4583110499661,,H,160,hexagon,0.0005686490330845118,,,,,1,0,,,,,,,,,,,,,,,,,,,,1554.2703213300556,1554.2703213300556,1554.2703213300556,1554.2703213300556,1555.7721511069685,1555.7721511069685,1555.7721511069685,1555.7721511069685,1555.7721511069685,1555.7721511069685,1555.7721511069685,1555.7721511069685,switch,number,numSwt,k,1.1550715689081699,Lo,,,0,,,,,,,,,low,1556.957708999049,1558.4583110499661,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,18,0,18,0,,,,,,,,,,,,,,,,1,925,,,,1563.2971273818985,1563.7973287571222,F,132,star,0.001313725020736456,,,,,1,0,,,,,,,,,,,,,,,,,,,,1559.442910076119,1559.442910076119,1559.442910076119,1559.442910076119,1560.9444531349,1560.9444531349,1560.9444531349,1560.9444531349,1560.9444531349,1560.9444531349,1560.9444531349,1560.9444531349,repeat,number,numRpt,j,0.8198872399516404,Hi,,,0,,,,,,,,,low,1561.7952535368968,1563.2971273818985,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,10,935,,,,1568.2692212820984,,W,139,circle,-0.00016548298299312592,,,,,1,0,,,,,,,,,,,,,,,,,,,,1564.2812719659414,1564.2812719659414,1564.2812719659414,1564.2812719659414,1565.7828339210246,1565.7828339210246,1565.7828339210246,1565.7828339210246,1565.7828339210246,1565.7828339210246,1565.7828339210246,1565.7828339210246,switch,letter,lettSwt,f,0.9547616299241781,Lo,,,0,,,,,,,,,low,1566.784280858934,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,20,0,20,0,,,,,,,,,,,,,,,,1,936,,,,1573.0412361091003,1573.5416189238895,S,174,circle,0.001441112020984292,,,,,1,0,,,,,,,,,,,,,,,,,,,,1569.253426311072,1569.253426311072,1569.253426311072,1569.253426311072,1570.7552309969906,1570.7552309969906,1570.7552309969906,1570.7552309969906,1570.7552309969906,1570.7552309969906,1570.7552309969906,1570.7552309969906,repeat,letter,lettRpt,f,0.7522099909838289,Lo,,,0,,,,,,,,,low,1571.5396265909076,1573.0412361091003,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,21,0,21,0,,,,,,,,,,,,,,,,0,936,,,,1578.430494084023,1578.9307384099811,D,146,star,0.00011886400170624256,,,,,1,0,,,,,,,,,,,,,,,,,,,,1574.0253926799633,1574.0253926799633,1574.0253926799633,1574.0253926799633,1575.5270126720425,1575.5270126720425,1575.5270126720425,1575.5270126720425,1575.5270126720425,1575.5270126720425,1575.5270126720425,1575.5270126720425,repeat,letter,lettRpt,d,1.3700369209982455,Hi,,,0,,,,,,,,,low,1576.928600412095,1578.430494084023,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,22,0,22,0,,,,,,,,,,,,,,,,1,937,,,,1583.4857567809522,,U,167,hexagon,0.000700801145285368,,,,,1,0,,,,,,,,,,,,,,,,,,,,1579.4146474220324,1579.4146474220324,1579.4146474220324,1579.4146474220324,1580.9163786061108,1580.9163786061108,1580.9163786061108,1580.9163786061108,1580.9163786061108,1580.9163786061108,1580.9163786061108,1580.9163786061108,repeat,letter,lettRpt,f,1.0338470169808716,Lo,,,0,,,,,,,,,low,1581.9844266220462,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,23,0,23,0,,,,,,,,,,,,,,,,10,947,,,,1588.240995255066,,B,181,triangle,0.0007731141522526741,,,,,1,0,,,,,,,,,,,,,,,,,,,,1584.4539227639325,1584.4539227639325,1584.4539227639325,1584.4539227639325,1585.9552678021137,1585.9552678021137,1585.9552678021137,1585.9552678021137,1585.9552678021137,1585.9552678021137,1585.9552678021137,1585.9552678021137,switch,number,numSwt,k,0.7643055259250104,Hi,,,0,,,,,,,,,low,1586.7562270720955,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,24,0,24,0,,,,,,,,,,,,,,,,1,948,,,,1592.979871955933,1593.480367100099,Y,174,hexagon,0.001246113097295165,,,,,1,0,,,,,,,,,,,,,,,,,,,,1589.2255693690386,1589.2255693690386,1589.2255693690386,1589.2255693690386,1590.7274118240457,1590.7274118240457,1590.7274118240457,1590.7274118240457,1590.7274118240457,1590.7274118240457,1590.7274118240457,1590.7274118240457,repeat,number,numRpt,k,0.7179991770535707,Lo,,,0,,,,,,,,,low,1591.478169424925,1592.979871955933,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,25,0,25,0,,,,,,,,,,,,,,,,10,958,,,,1597.6513829310425,,S,125,circle,0.0005891651380807161,,,,,1,0,,,,,,,,,,,,,,,,,,,,1593.9641620309558,1593.9641620309558,1593.9641620309558,1593.9641620309558,1595.4659024919383,1595.4659024919383,1595.4659024919383,1595.4659024919383,1595.4659024919383,1595.4659024919383,1595.4659024919383,1595.4659024919383,switch,letter,lettSwt,f,0.6482766671106219,Lo,,,0,,,,,,,,,low,1596.1500124889426,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,26,0,26,0,,,,,,,,,,,,,,,,1,959,,,,1602.2066608569585,,D,132,triangle,0.000779277179390192,,,,,1,0,,,,,,,,,,,,,,,,,,,,1598.6193672360387,1598.6193672360387,1598.6193672360387,1598.6193672360387,1600.1208259619307,1600.1208259619307,1600.1208259619307,1600.1208259619307,1600.1208259619307,1600.1208259619307,1600.1208259619307,1600.1208259619307,switch,number,numSwt,j,0.5611052177846432,Hi,,,0,,,,,,,,,low,1600.721588088898,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,27,0,27,0,,,,,,,,,,,,,,,,10,969,,,,1607.1120175009128,,H,139,star,0.0014856010675430298,,,,,1,0,,,,,,,,,,,,,,,,,,,,1603.190860274015,1603.190860274015,1603.190860274015,1603.190860274015,1604.6926980090793,1604.6926980090793,1604.6926980090793,1604.6926980090793,1604.6926980090793,1604.6926980090793,1604.6926980090793,1604.6926980090793,repeat,number,numRpt,j,0.8935473849996924,Hi,,,0,,,,,,,,,low,1605.6270593949594,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,28,0,28,0,,,,,,,,,,,,,,,,10,979,,,,1612.0674348040484,,F,160,star,0.0011109348852187395,,,,,1,0,,,,,,,,,,,,,,,,,,,,1608.0964230520185,1608.0964230520185,1608.0964230520185,1608.0964230520185,1609.598301785998,1609.598301785998,1609.598301785998,1609.598301785998,1609.598301785998,1609.598301785998,1609.598301785998,1609.598301785998,switch,letter,lettSwt,d,0.9404271338135004,Hi,,,0,,,,,,,,,low,1610.567089075921,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,29,0,29,0,,,,,,,,,,,,,,,,1,980,,,,1617.4900173489004,,U,146,hexagon,0.0011851610615849495,,,,,1,0,,,,,,,,,,,,,,,,,,,,1613.0521226539277,1613.0521226539277,1613.0521226539277,1613.0521226539277,1614.5537085800897,1614.5537085800897,1614.5537085800897,1614.5537085800897,1614.5537085800897,1614.5537085800897,1614.5537085800897,1614.5537085800897,switch,number,numSwt,j,1.4079751200042665,Lo,,,0,,,,,,,,,low,1616.0053593870252,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,30,0,30,0,,,,,,,,,,,,,,,,10,990,,,,1622.3620793810114,,W,181,circle,0.0013010080438107252,,,,,1,0,,,,,,,,,,,,,,,,,,,,1618.4749551299028,1618.4749551299028,1618.4749551299028,1618.4749551299028,1619.9760950489435,1619.9760950489435,1619.9760950489435,1619.9760950489435,1619.9760950489435,1619.9760950489435,1619.9760950489435,1619.9760950489435,switch,letter,lettSwt,f,0.8572048689238727,Lo,,,0,,,,,,,,,low,1620.8773166560568,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,31,0,31,0,,,,,,,,,,,,,,,,10,1000,,,,1626.867061350029,,B,167,triangle,0.001215911004692316,,,,,1,0,,,,,,,,,,,,,,,,,,,,1623.346838254016,1623.346838254016,1623.346838254016,1623.346838254016,1624.8480929059442,1624.8480929059442,1624.8480929059442,1624.8480929059442,1624.8480929059442,1624.8480929059442,1624.8480929059442,1624.8480929059442,repeat,letter,lettRpt,d,0.49468818213790655,Hi,,,0,,,,,,,,,low,1625.3664728889707,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,1,1001,,,,1663.607637064997,,S,181,hexagon,0.0018448848277330399,,,,,1,0,,,,,,,,,,,,,,,,,,,,1659.487538377056,1659.487538377056,1659.487538377056,1659.487538377056,1660.9879686520435,1660.9879686520435,1660.9879686520435,1660.9879686520435,1660.9879686520435,1660.9879686520435,1660.9879686520435,1660.9879686520435,repeat,letter,lettRpt,f,1.077352010877803,Lo,,,1,,,,,,,space,4.702829319983721,low,1662.1059326240793,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,0,1001,,,,1668.1459172239993,1668.6464893699158,B,125,circle,0.0007028761319816113,,,,,0,0,,,,,,,,,,,,,,,,,,,,1664.575229556067,1664.575229556067,1664.575229556067,1664.575229556067,1666.076878513908,1666.076878513908,1666.076878513908,1666.076878513908,1666.076878513908,1666.076878513908,1666.076878513908,1666.076878513908,switch,number,NA,k,0.5350110728759319,Lo,,,1,,,,,,,,,low,1666.6443869189825,1668.1459172239993,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,0,1001,,,,1673.6186769339256,,D,174,triangle,0.00012668920680880547,,,,,0,1,,,,,,,,,,,,,,,,,,,,1669.1304787551053,1669.1304787551053,1669.1304787551053,1669.1304787551053,1670.6322297169827,1670.6322297169827,1670.6322297169827,1670.6322297169827,1670.6322297169827,1670.6322297169827,1670.6322297169827,1670.6322297169827,repeat,number,NA,j,1.4583990909159184,Lo,,,1,,,,,,,,,low,1672.1181739410385,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,0,1001,,,,1678.624168484006,,F,167,star,0.0010758868884295225,,,,,1,1,,,,,,,,,,,,,,,,,,,,1674.6029567769729,1674.6029567769729,1674.6029567769729,1674.6029567769729,1676.1046404610388,1676.1046404610388,1676.1046404610388,1676.1046404610388,1676.1046404610388,1676.1046404610388,1676.1046404610388,1676.1046404610388,repeat,number,numRpt,k,0.9925931049510837,Hi,,,1,,,,,,,,,low,1677.1395376799628,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,10,1011,,,,1683.379417130025,,W,139,star,0.0011337618343532085,,,,,1,0,,,,,,,,,,,,,,,,,,,,1679.6086294651031,1679.6086294651031,1679.6086294651031,1679.6086294651031,1681.110418055905,1681.110418055905,1681.110418055905,1681.110418055905,1681.110418055905,1681.110418055905,1681.110418055905,1681.110418055905,switch,letter,lettSwt,f,0.7240934888832271,Hi,,,1,,,,,,,,,low,1681.8778979449999,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,1,1012,,,,1688.017999883974,,U,160,hexagon,0.0010003249626606703,,,,,1,0,,,,,,,,,,,,,,,,,,,,1684.3470795219764,1684.3470795219764,1684.3470795219764,1684.3470795219764,1685.8487310220953,1685.8487310220953,1685.8487310220953,1685.8487310220953,1685.8487310220953,1685.8487310220953,1685.8487310220953,1685.8487310220953,repeat,letter,lettRpt,f,0.6431477309670299,Lo,,,1,,,,,,,,,low,1686.5330802870449,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,1,1013,,,,1692.7731517150532,,Y,132,circle,0.0009571709670126438,,,,,1,0,,,,,,,,,,,,,,,,,,,,1689.002182971919,1689.002182971919,1689.002182971919,1689.002182971919,1690.5039152160753,1690.5039152160753,1690.5039152160753,1690.5039152160753,1690.5039152160753,1690.5039152160753,1690.5039152160753,1690.5039152160753,switch,number,numSwt,j,0.7465663820039481,Lo,,,1,,,,,,,,,low,1691.2728775308933,1692.7731517150532,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,1,1014,,,,1697.3115757310297,,H,146,triangle,0.0012296279892325401,,,,,1,0,,,,,,,,,,,,,,,,,,,,1693.757679854054,1693.757679854054,1693.757679854054,1693.757679854054,1695.259145024931,1695.259145024931,1695.259145024931,1695.259145024931,1695.259145024931,1695.259145024931,1695.259145024931,1695.259145024931,repeat,number,numRpt,j,0.5249600410461426,Hi,,,1,,,,,,,,,low,1695.811333006015,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,10,1024,,,,1702.033454166958,1702.5337890000083,S,181,hexagon,0.0013203260023146868,,,,,1,0,,,,,,,,,,,,,,,,,,,,1698.2958406510297,1698.2958406510297,1698.2958406510297,1698.2958406510297,1699.7976291510276,1699.7976291510276,1699.7976291510276,1699.7976291510276,1699.7976291510276,1699.7976291510276,1699.7976291510276,1699.7976291510276,switch,letter,lettSwt,f,0.7019015159457922,Lo,,,1,,,,,,,,,low,1700.5316909460817,1702.033454166958,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,10,1034,,,,1707.0056477310136,,B,125,circle,0.00012756907381117344,,,,,1,0,,,,,,,,,,,,,,,,,,,,1703.017859077081,1703.017859077081,1703.017859077081,1703.017859077081,1704.5193441500887,1704.5193441500887,1704.5193441500887,1704.5193441500887,1704.5193441500887,1704.5193441500887,1704.5193441500887,1704.5193441500887,switch,number,numSwt,j,0.9633401748724282,Lo,,,1,,,,,,,,,low,1705.5056635399815,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,10,0,10,0,,,,,,,,,,,,,,,,10,1044,,,,1711.5775360499974,,D,174,triangle,0.001081506023183465,,,,,1,0,,,,,,,,,,,,,,,,,,,,1707.9898148819339,1707.9898148819339,1707.9898148819339,1707.9898148819339,1709.491614456987,1709.491614456987,1709.491614456987,1709.491614456987,1709.491614456987,1709.491614456987,1709.491614456987,1709.491614456987,switch,letter,lettSwt,d,0.548261942807585,Hi,,,1,,,,,,,,,low,1710.07561431895,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,11,0,11,0,,,,,,,,,,,,,,,,0,1044,,,,1716.6997484699823,,F,167,star,0.0010089410934597254,,,,,0,0,,,,,,,,,,,,,,,,,,,,1712.544888329925,1712.544888329925,1712.544888329925,1712.544888329925,1714.0465980940498,1714.0465980940498,1714.0465980940498,1714.0465980940498,1714.0465980940498,1714.0465980940498,1714.0465980940498,1714.0465980940498,repeat,letter,NA,f,1.1245607158634812,Hi,,,1,,,,,,,,,low,1715.2145475200377,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,12,0,12,0,,,,,,,,,,,,,,,,10,1054,,,,1721.4881922900677,,W,139,hexagon,0.0011843498796224594,,,,,1,1,,,,,,,,,,,,,,,,,,,,1717.7008066510316,1717.7008066510316,1717.7008066510316,1717.7008066510316,1719.1856486808974,1719.1856486808974,1719.1856486808974,1719.1856486808974,1719.2023703260347,1719.2023703260347,1719.2023703260347,1719.2023703260347,repeat,letter,lettRpt,f,0.7768840158823878,Lo,,,1,,,,,,,,,low,1720.0034703749698,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,13,0,13,0,,,,,,,,,,,,,,,,0,1054,,,,1726.3769877459854,,U,160,star,0.0011909978929907084,,,,,1,0,,,,,,,,,,,,,,,,,,,,1722.4727123549674,1722.4727123549674,1722.4727123549674,1722.4727123549674,1723.974438990932,1723.974438990932,1723.974438990932,1723.974438990932,1723.974438990932,1723.974438990932,1723.974438990932,1723.974438990932,repeat,letter,lettRpt,f,0.8599848130252212,Hi,,,1,,,,,,,,,low,1724.8752269889228,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,14,0,14,0,,,,,,,,,,,,,,,,1,1055,,,,1730.982061625924,,Y,132,triangle,0.001118670916184783,,,,,1,0,,,,,,,,,,,,,,,,,,,,1727.3445837839972,1727.3445837839972,1727.3445837839972,1727.3445837839972,1728.8463297009002,1728.8463297009002,1728.8463297009002,1728.8463297009002,1728.8463297009002,1728.8463297009002,1728.8463297009002,1728.8463297009002,switch,number,numSwt,j,0.6125912519637495,Hi,,,1,,,,,,,,,low,1729.497150045121,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,15,0,15,0,,,,,,,,,,,,,,,,10,1065,,,,1735.5870350219775,,H,146,circle,0.001144014997407794,,,,,1,0,,,,,,,,,,,,,,,,,,,,1731.966542741051,1731.966542741051,1731.966542741051,1731.966542741051,1733.468233305961,1733.468233305961,1733.468233305961,1733.468233305961,1733.468233305961,1733.468233305961,1733.468233305961,1733.468233305961,switch,letter,lettSwt,d,0.5919616678729653,Lo,,,1,,,,,,,,,low,1734.1023452200461,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,16,0,16,0,,,,,,,,,,,,,,,,10,1075,,,,1740.1089387049433,,D,160,star,0.0012026140466332436,,,,,1,0,,,,,,,,,,,,,,,,,,,,1736.571535147028,1736.571535147028,1736.571535147028,1736.571535147028,1738.0731500689872,1738.0731500689872,1738.0731500689872,1738.0731500689872,1738.0731500689872,1738.0731500689872,1738.0731500689872,1738.0731500689872,repeat,letter,lettRpt,d,0.49948127893731,Hi,,,1,,,,,,,,,low,1738.6072915170807,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,17,0,17,0,,,,,,,,,,,,,,,,1,1076,,,,1744.847212996101,,Y,125,circle,0.00106028001755476,,,,,1,0,,,,,,,,,,,,,,,,,,,,1741.0764838259201,1741.0764838259201,1741.0764838259201,1741.0764838259201,1742.5781981439795,1742.5781981439795,1742.5781981439795,1742.5781981439795,1742.5781981439795,1742.5781981439795,1742.5781981439795,1742.5781981439795,repeat,letter,lettRpt,f,0.741408749949187,Lo,,,1,,,,,,,,,low,1743.362355510937,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,18,0,18,0,,,,,,,,,,,,,,,,1,1077,,,,1749.8028408989776,,S,167,hexagon,0.0013290280476212502,,,,,1,0,,,,,,,,,,,,,,,,,,,,1745.8318286009599,1745.8318286009599,1745.8318286009599,1745.8318286009599,1747.3335513600614,1747.3335513600614,1747.3335513600614,1747.3335513600614,1747.3335513600614,1747.3335513600614,1747.3335513600614,1747.3335513600614,switch,number,numSwt,k,0.9481988770421594,Lo,,,1,,,,,,,,,low,1748.3029412399046,1749.8028408989776,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
