LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,training_feedback_txt.stopped,fix.started,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,top_target_prac1.stopped,tgt_fix_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,top_target_prac2.stopped,tgt_fix_prac2.stopped,bott_target_prac2.stopped,target_resp_prac2.stopped,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,839.6318832940888,840.1327237260994,S,160,circle,0.0011904879938811064,,,,,0,0,,,1,838.1303320641164,,,,,839.6318832940888,833.625412666006,835.1271074810065,835.1271074810065,835.1271074810065,None,,838.1303320641164,838.1303320641164,838.1303320641164,838.1303320641164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,844.5874320149887,,D,125,star,0.008602884830906987,,,,,1,1,,,1,843.0858363350853,,,,,,840.633088276023,842.1346391499974,842.1346391499974,842.1346391499974,j,0.9182041808962822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,849.7930892859586,,U,146,triangle,0.0012066708877682686,,,,,1,0,,,1,848.2914514839649,,,,,,845.5717148310505,847.073408768978,847.073408768978,847.073408768978,j,1.1992723429575562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854.7152607259341,,W,174,hexagon,0.0010407899972051382,,,,,1,0,,,1,853.2134008640423,,,,,,850.7775551560335,852.2791346521117,852.2791346521117,852.2791346521117,k,0.9085711759980768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.5205087200738,,Y,167,triangle,0.001370093086734414,,,,,1,0,,,1,858.0188809600659,,,,,,855.6998014510609,857.2011934439652,857.2011934439652,857.2011934439652,k,0.7917404267936945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864.7931689710822,,B,139,hexagon,0.0012007509358227253,,,,,1,0,,,1,863.2914396750275,,,,,,860.505110159982,862.0066225240007,862.0066225240007,862.0066225240007,j,1.2523443889804184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,837,,,,901.0330730800051,,H,139,star,0.002107776002958417,,,,,1,0,,,2,,,,,,,,,,,,,,,,,896.5283195199445,896.5283195199445,896.5283195199445,896.5283195199445,898.0130374270957,898.0130374270957,898.0130374270957,898.0130374270957,898.0297613469884,898.0297613469884,898.0297613469884,898.0297613469884,-1,number,NA,j,1.4719191209878772,vtsPrac,899.5315597169101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,837,,,,906.2054387871176,,U,132,triangle,0.0011453970801085234,,,,,1,0,,,2,,,,,,,,,,,,,,,,,902.0012710599694,902.0012710599694,902.0012710599694,902.0012710599694,903.5023300340399,903.5023300340399,903.5023300340399,903.5023300340399,903.5023300340399,903.5023300340399,903.5023300340399,903.5023300340399,repeat,number,numRpt,j,1.1819694698788226,vtsPrac,904.7038754820824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,837,,,,911.7783390560653,,S,146,star,0.0011392650194466114,,,,,1,0,,,2,,,,,,,,,,,,,,,,,907.1914027810562,907.1914027810562,907.1914027810562,907.1914027810562,908.6915776059031,908.6915776059031,908.6915776059031,908.6915776059031,908.6915776059031,908.6915776059031,908.6915776059031,908.6915776059031,repeat,number,numRpt,j,1.5608425920363516,vtsPrac,910.2764520191122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,837,,,,916.600164799951,,B,181,triangle,0.0013422758784145117,,,,,1,0,,,2,,,,,,,,,,,,,,,,,912.7632081350312,912.7632081350312,912.7632081350312,912.7632081350312,914.2642551909667,914.2642551909667,914.2642551909667,914.2642551909667,914.2642551909667,914.2642551909667,914.2642551909667,914.2642551909667,switch,letter,lettSwt,d,0.8030503198970109,vtsPrac,915.0985533210915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,837,,,,921.605769288959,922.1061849659309,H,139,circle,0.0012459228746592999,,,,,1,0,,,2,,,,,,,,,,,,,,,,,917.5845687240362,917.5845687240362,917.5845687240362,917.5845687240362,919.0862525710836,919.0862525710836,919.0862525710836,919.0862525710836,919.0862525710836,919.0862525710836,919.0862525710836,919.0862525710836,switch,number,numSwt,j,1.0013878839090466,vtsPrac,920.1044070369098,921.605769288959,,,,,,,,,,,,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,837,,,,926.5279361759312,,U,132,star,0.0007064428646117449,,,,,1,0,,,2,,,,,,,,,,,,,,,,,922.5901147769764,922.5901147769764,922.5901147769764,922.5901147769764,924.0916532271076,924.0916532271076,924.0916532271076,924.0916532271076,924.0916532271076,924.0916532271076,924.0916532271076,924.0916532271076,switch,letter,lettSwt,f,0.9016902218572795,vtsPrac,925.026317296084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,837,,,,931.533289751038,,S,146,circle,0.0014995560050010681,,,,,1,0,,,2,,,,,,,,,,,,,,,,,927.512180092046,927.512180092046,927.512180092046,927.512180092046,929.0138425650075,929.0138425650075,929.0138425650075,929.0138425650075,929.0138425650075,929.0138425650075,929.0138425650075,929.0138425650075,repeat,letter,lettRpt,f,0.9852286959066987,vtsPrac,930.031899940921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,837,,,,936.5388267610688,,B,181,star,0.0012067810166627169,,,,,1,0,,,2,,,,,,,,,,,,,,,,,932.5178595650941,932.5178595650941,932.5178595650941,932.5178595650941,934.0194617819507,934.0194617819507,934.0194617819507,934.0194617819507,934.0194617819507,934.0194617819507,934.0194617819507,934.0194617819507,switch,number,numSwt,k,0.9855607859790325,vtsPrac,935.0371022950858,936.5388267610688,,,,,,,,,,,,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,837,,,,941.4109579820652,,B,139,star,0.0010087941773235798,,,,,1,0,,,2,,,,,,,,,,,,,,,,,937.523249160964,937.523249160964,937.523249160964,937.523249160964,939.0248002670705,939.0248002670705,939.0248002670705,939.0248002670705,939.0248002670705,939.0248002670705,939.0248002670705,939.0248002670705,repeat,number,numRpt,j,0.8621346231084317,vtsPrac,939.9091549690347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,837,,,,946.1329097619746,946.6334290120285,W,125,triangle,0.001318030059337616,,,,,1,0,,,2,,,,,,,,,,,,,,,,,942.3965943269432,942.3965943269432,942.3965943269432,942.3965943269432,943.8969129449688,943.8969129449688,943.8969129449688,943.8969129449688,943.8969129449688,943.8969129449688,943.8969129449688,943.8969129449688,switch,letter,lettSwt,f,0.7176977819763124,vtsPrac,944.6309738440905,946.1329097619746,,,,,,,,,,,,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,837,,,,951.6386412810534,,D,160,triangle,0.0009281930979341269,,,,,1,0,,,2,,,,,,,,,,,,,,,,,947.1188033870421,947.1188033870421,947.1188033870421,947.1188033870421,948.618815110065,948.618815110065,948.618815110065,948.618815110065,948.618815110065,948.618815110065,948.618815110065,948.618815110065,switch,number,numSwt,k,1.4948972631245852,vtsPrac,950.1370723401196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,837,,,,957.5954961969983,,H,167,star,0.0012268039863556623,,,,,1,0,,,2,,,,,,,,,,,,,,,,,952.6232900090981,952.6232900090981,952.6232900090981,952.6232900090981,954.1250648240093,954.1250648240093,954.1250648240093,954.1250648240093,954.1250648240093,954.1250648240093,954.1250648240093,954.1250648240093,switch,letter,lettSwt,d,1.9419757761061192,vtsPrac,956.0938949240372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,837,,,,962.3505688249134,,W,125,circle,0.0013367400970309973,,,,,1,0,,,2,,,,,,,,,,,,,,,,,958.5800303909928,958.5800303909928,958.5800303909928,958.5800303909928,960.0813606490847,960.0813606490847,960.0813606490847,960.0813606490847,960.0813606490847,960.0813606490847,960.0813606490847,960.0813606490847,repeat,letter,lettRpt,f,0.7431574820075184,vtsPrac,960.848958957009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,837,,,,967.3897129439283,,B,146,hexagon,0.0011742089409381151,,,,,1,0,,,2,,,,,,,,,,,,,,,,,963.3351990210358,963.3351990210358,963.3351990210358,963.3351990210358,964.8367827599868,964.8367827599868,964.8367827599868,964.8367827599868,964.8367827599868,964.8367827599868,964.8367827599868,964.8367827599868,repeat,letter,lettRpt,d,1.0191206249874085,vtsPrac,965.887725359993,967.3897129439283,,,,,,,,,,,,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,837,,,,972.3117722859606,,Y,132,triangle,0.0008078741375356913,,,,,1,0,,,2,,,,,,,,,,,,,,,,,968.3740462320857,968.3740462320857,968.3740462320857,968.3740462320857,969.8756341990083,969.8756341990083,969.8756341990083,969.8756341990083,969.8756341990083,969.8756341990083,969.8756341990083,969.8756341990083,repeat,letter,lettRpt,f,0.9083417030051351,vtsPrac,970.8101294389926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,837,,,,977.8512917510234,,F,181,circle,0.0012510609813034534,,,,,1,0,,,2,,,,,,,,,,,,,,,,,973.2961333459243,973.2961333459243,973.2961333459243,973.2961333459243,974.7977132489905,974.7977132489905,974.7977132489905,974.7977132489905,974.7977132489905,974.7977132489905,974.7977132489905,974.7977132489905,switch,number,numSwt,k,1.5306194529403,vtsPrac,976.3494362919591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,837,,,,982.8567138069775,,F,160,star,0.001018183073028922,,,,,1,0,,,2,,,,,,,,,,,,,,,,,978.8354632749688,978.8354632749688,978.8354632749688,978.8354632749688,980.3371280340943,980.3371280340943,980.3371280340943,980.3371280340943,980.3371280340943,980.3371280340943,980.3371280340943,980.3371280340943,switch,letter,lettSwt,d,0.9867986671160907,vtsPrac,981.3550905410666,982.8567138069775,,,,,,,,,,,,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,837,,,,987.7620248119347,,B,132,triangle,0.0010905470699071884,,,,,1,0,,,2,,,,,,,,,,,,,,,,,983.8410409849603,983.8410409849603,983.8410409849603,983.8410409849603,985.3425915259868,985.3425915259868,985.3425915259868,985.3425915259868,985.3425915259868,985.3425915259868,985.3425915259868,985.3425915259868,switch,number,numSwt,j,0.8978447190020233,vtsPrac,986.2602741669398,987.7620248119347,,,,,,,,,,,,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,837,,,,992.7341261210386,,U,146,triangle,0.0007523731328547001,,,,,1,0,,,2,,,,,,,,,,,,,,,,,988.7466055369005,988.7466055369005,988.7466055369005,988.7466055369005,990.2482209920418,990.2482209920418,990.2482209920418,990.2482209920418,990.2482209920418,990.2482209920418,990.2482209920418,990.2482209920418,repeat,number,numRpt,j,0.9666961217299104,vtsPrac,991.2325751809403,992.7341261210386,,,,,,,,,,,,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,837,,,,997.9565972369164,,D,139,star,0.0009834910742938519,,,,,1,0,,,2,,,,,,,,,,,,,,,,,993.7184883661103,993.7184883661103,993.7184883661103,993.7184883661103,995.2202092870139,995.2202092870139,995.2202092870139,995.2202092870139,995.2202092870139,995.2202092870139,995.2202092870139,995.2202092870139,switch,letter,lettSwt,d,1.213746702997014,vtsPrac,996.455057085026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,837,,,,1003.629573241109,,W,139,hexagon,0.0013185120187699795,,,,,1,0,,,2,,,,,,,,,,,,,,,,,998.9410002850927,998.9410002850927,998.9410002850927,998.9410002850927,1000.4428463159129,1000.4428463159129,1000.4428463159129,1000.4428463159129,1000.4428463159129,1000.4428463159129,1000.4428463159129,1000.4428463159129,switch,number,numSwt,j,1.6618233448825777,vtsPrac,1002.1278351570945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,837,,,,1008.8020326010883,,H,146,circle,0.00114275305531919,,,,,1,0,,,2,,,,,,,,,,,,,,,,,1004.6139982310124,1004.6139982310124,1004.6139982310124,1004.6139982310124,1006.1157914958894,1006.1157914958894,1006.1157914958894,1006.1157914958894,1006.1157914958894,1006.1157914958894,1006.1157914958894,1006.1157914958894,switch,letter,lettSwt,d,1.1520681260153651,vtsPrac,1007.3004437449854,1008.8020326010883,,,,,,,,,,,,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,837,,,,1013.6406431200448,,U,132,triangle,0.0008847231511026621,,,,,1,0,,,2,,,,,,,,,,,,,,,,,1009.7862744899467,1009.7862744899467,1009.7862744899467,1009.7862744899467,1011.2879675119184,1011.2879675119184,1011.2879675119184,1011.2879675119184,1011.2879675119184,1011.2879675119184,1011.2879675119184,1011.2879675119184,switch,number,numSwt,j,0.8183373338542879,vtsPrac,1012.1389270289801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,837,,,,1018.5127766439691,,F,167,star,0.0012219860218465328,,,,,1,0,,,2,,,,,,,,,,,,,,,,,1014.6250053110998,1014.6250053110998,1014.6250053110998,1014.6250053110998,1016.1266443540808,1016.1266443540808,1016.1266443540808,1016.1266443540808,1016.1266443540808,1016.1266443540808,1016.1266443540808,1016.1266443540808,switch,letter,lettSwt,d,0.8617633651010692,vtsPrac,1017.0109769150149,1018.5127766439691,,,,,,,,,,,,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,837,,,,1023.9019015759695,,F,181,star,0.0008195750415325165,,,,,1,0,,,2,,,,,,,,,,,,,,,,,1019.4972555700224,1019.4972555700224,1019.4972555700224,1019.4972555700224,1020.9986942810938,1020.9986942810938,1020.9986942810938,1020.9986942810938,1020.9986942810938,1020.9986942810938,1020.9986942810938,1020.9986942810938,switch,number,numSwt,k,1.3791066908743232,vtsPrac,1022.4003971959464,1023.9019015759695,,,,,,,,,,,,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,837,,,,1028.7072381989565,,U,174,hexagon,0.0009805571753531694,,,,,1,0,,,2,,,,,,,,,,,,,,,,,1024.8863241770305,1024.8863241770305,1024.8863241770305,1024.8863241770305,1026.3878565661144,1026.3878565661144,1026.3878565661144,1026.3878565661144,1026.3878565661144,1026.3878565661144,1026.3878565661144,1026.3878565661144,repeat,number,numRpt,k,0.7938521329779178,vtsPrac,1027.2056643320248,1028.7072381989565,,,,,,,,,,,,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,837,,,,1033.545907953987,,Y,160,star,0.0009163219947367907,,,,,1,0,,,2,,,,,,,,,,,,,,,,,1029.6915560639463,1029.6915560639463,1029.6915560639463,1029.6915560639463,1031.1931856549345,1031.1931856549345,1031.1931856549345,1031.1931856549345,1031.1931856549345,1031.1931856549345,1031.1931856549345,1031.1931856549345,repeat,number,numRpt,k,0.8272985138464719,vtsPrac,1032.0443018749356,1033.545907953987,,,,,,,,,,,,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,837,,,,1038.7849672699813,,D,132,triangle,0.0013810021337121725,,,,,1,0,,,2,,,,,,,,,,,,,,,,,1034.5302232149988,1034.5302232149988,1034.5302232149988,1034.5302232149988,1036.0319833620451,1036.0319833620451,1036.0319833620451,1036.0319833620451,1036.0319833620451,1036.0319833620451,1036.0319833620451,1036.0319833620451,repeat,number,numRpt,j,1.219193316763267,vtsPrac,1037.2833555100951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,837,,,,1044.190924715018,,H,132,star,0.001232542796060443,,,,,1,0,,,2,,,,,,,,,,,,,,,,,1039.7696102659684,1039.7696102659684,1039.7696102659684,1039.7696102659684,1041.2710025450215,1041.2710025450215,1041.2710025450215,1041.2710025450215,1041.2710025450215,1041.2710025450215,1041.2710025450215,1041.2710025450215,switch,letter,lettSwt,d,1.3924603790510446,vtsPrac,1042.6894967691042,1044.190924715018,,,,,,,,,,,,,,,,,,,,,,,,,,,,25686,2022-11-16_10h23.12.397,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.927772656638915,
