LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,fix.stopped,text_3.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,22,0,22,0,,,,,,,,,,,,,,,,10,1027,,,1424.9698147289964,,W,160,star,0.0014264529963838868,,,,,1,0,,,,,,,,,,,1421.194150262003,1421.194150262003,1421.194150262003,1421.194150262003,1422.7003462080029,1422.7003462080029,1422.7003462080029,1422.7003462080029,1422.7003462080029,1422.7003462080029,1422.7003462080029,1422.7003462080029,repeat,letter,lettRpt,f,0.7470657899975777,Hi,,0,,,,,high,1423.4687399890026,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,23,0,23,0,,,,,,,,,,,,,,,,0,1027,,,1429.4916365039971,,D,146,triangle,0.001537586998892948,,,,,0,0,,,,,,,,,,,1425.949661038001,1425.949661038001,1425.949661038001,1425.949661038001,1427.4558660039984,1427.4558660039984,1427.4558660039984,1427.4558660039984,1427.4558660039984,1427.4558660039984,1427.4558660039984,1427.4558660039984,repeat,letter,NA,f,0.5033185360007337,Hi,,0,,,,,high,1427.9905807390023,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,24,0,24,0,,,,,,,,,,,,,,,,0,1027,,,1434.4303177639958,,Y,125,circle,0.0015566580041195266,,,,,1,1,,,,,,,,,,,1430.4696191059993,1430.4696191059993,1430.4696191059993,1430.4696191059993,1431.977633112001,1431.977633112001,1431.977633112001,1431.977633112001,1431.977633112001,1431.977633112001,1431.977633112001,1431.977633112001,repeat,letter,lettRpt,f,0.9340567549952539,Hi,,0,,,,,high,1432.9296693840006,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,25,0,25,0,,,,,,,,,,,,,,,,1,1028,,,1439.0521173489979,,B,139,triangle,0.001518794997537043,,,,,1,0,,,,,,,,,,,1435.4104109249965,1435.4104109249965,1435.4104109249965,1435.4104109249965,1436.9163591550023,1436.9163591550023,1436.9163591550023,1436.9163591550023,1436.9163591550023,1436.9163591550023,1436.9163591550023,1436.9163591550023,repeat,letter,lettRpt,d,0.6107346899952972,Lo,,0,,,,,high,1437.550869646002,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,26,0,26,0,,,,,,,,,,,,,,,,1,1029,,,1443.7238339499963,,H,181,hexagon,0.0016315440007019788,,,,,1,0,,,,,,,,,,,1440.0331534279976,1440.0331534279976,1440.0331534279976,1440.0331534279976,1441.5381204899968,1441.5381204899968,1441.5381204899968,1441.5381204899968,1441.5381204899968,1441.5381204899968,1441.5381204899968,1441.5381204899968,switch,number,numSwt,k,0.6528701929928502,Lo,,0,,,,,high,1442.2220589459976,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,27,0,27,0,,,,,,,,,,,,,,,,10,1039,,,1448.1954041400022,,S,174,star,0.001644530006160494,,,,,1,0,,,,,,,,,,,1444.701948066002,1444.701948066002,1444.701948066002,1444.701948066002,1446.2099359150016,1446.2099359150016,1446.2099359150016,1446.2099359150016,1446.2099359150016,1446.2099359150016,1446.2099359150016,1446.2099359150016,repeat,number,numRpt,k,0.4609490189977805,Hi,,0,,,,,high,1446.694337619003,1448.1954041400022,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,28,0,28,0,,,,,,,,,,,,,,,,10,1049,,,1452.950645001998,,D,167,star,0.0015947699939715676,,,,,1,0,,,,,,,,,,,1449.1768753409997,1449.1768753409997,1449.1768753409997,1449.1768753409997,1450.6815374220023,1450.6815374220023,1450.6815374220023,1450.6815374220023,1450.6815374220023,1450.6815374220023,1450.6815374220023,1450.6815374220023,switch,letter,lettSwt,d,0.7500237189960899,Hi,,0,,,,,high,1451.449123792001,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,29,0,29,0,,,,,,,,,,,,,,,,0,1049,,,1457.7395493709992,,F,160,circle,0.0014201619997038506,,,,,1,0,,,,,,,,,,,1453.9302266349987,1453.9302266349987,1453.9302266349987,1453.9302266349987,1455.4368700039995,1455.4368700039995,1455.4368700039995,1455.4368700039995,1455.4368700039995,1455.4368700039995,1455.4368700039995,1455.4368700039995,switch,number,numSwt,k,0.7786733199973241,Hi,,0,,,,,high,1456.2387315000014,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,30,0,30,0,,,,,,,,,,,,,,,,0,1049,,,1462.2111126539967,,W,146,hexagon,0.0016057469983934425,,,,,0,0,,,,,,,,,,,1458.718107394001,1458.718107394001,1458.718107394001,1458.718107394001,1460.2254159360018,1460.2254159360018,1460.2254159360018,1460.2254159360018,1460.2254159360018,1460.2254159360018,1460.2254159360018,1460.2254159360018,switch,letter,NA,d,0.45288309500028845,Hi,,0,,,,,high,1460.7103238350028,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,31,0,31,0,,,,,,,,,,,,,,,,1,1050,,,1467.199742288998,,U,132,triangle,0.0014105970039963722,,,,,1,1,,,,,,,,,,,1463.1901415289976,1463.1901415289976,1463.1901415289976,1463.1901415289976,1464.6970797100003,1464.6970797100003,1464.6970797100003,1464.6970797100003,1464.6970797100003,1464.6970797100003,1464.6970797100003,1464.6970797100003,repeat,letter,lettRpt,f,0.9733723979952629,Lo,,0,,,,,high,1465.6986260949998,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,0,1050,,,1478.8123083410028,,F,167,circle,0.0019295029997010715,,,,,1,0,,,,,,,,,,,1474.870486316002,1474.870486316002,1474.870486316002,1474.870486316002,1476.3765155660003,1476.3765155660003,1476.3765155660003,1476.3765155660003,1476.3765155660003,1476.3765155660003,1476.3765155660003,1476.3765155660003,repeat,letter,lettRpt,d,0.9021820439957082,Hi,,1,,,space,1.9965508209934342,high,1477.3108536040017,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,1,1051,,,1483.4343754610018,,B,132,triangle,0.0010397300065960735,,,,,1,0,,,,,,,,,,,1479.7924443939992,1479.7924443939992,1479.7924443939992,1479.7924443939992,1481.2988660850024,1481.2988660850024,1481.2988660850024,1481.2988660850024,1481.2988660850024,1481.2988660850024,1481.2988660850024,1481.2988660850024,switch,number,numSwt,j,0.6116535289984313,Lo,,1,,,,,high,1481.9335086549981,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,10,1061,,,1488.2730421969973,,D,174,hexagon,0.001311030995566398,,,,,1,0,,,,,,,,,,,1484.4133359749976,1484.4133359749976,1484.4133359749976,1484.4133359749976,1485.9205803829973,1485.9205803829973,1485.9205803829973,1485.9205803829973,1485.9205803829973,1485.9205803829973,1485.9205803829973,1485.9205803829973,switch,letter,lettSwt,d,0.8301989559986396,Lo,,1,,,,,high,1486.7721710729966,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,0,1061,,,1493.0451102259976,,H,139,star,0.001758241000061389,,,,,1,0,,,,,,,,,,,1489.254469444997,1489.254469444997,1489.254469444997,1489.254469444997,1490.7591878309977,1490.7591878309977,1490.7591878309977,1490.7591878309977,1490.7591878309977,1490.7591878309977,1490.7591878309977,1490.7591878309977,repeat,letter,lettRpt,d,0.7520105749936192,Hi,,1,,,,,high,1491.5433764679983,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,0,1061,,,1497.800398655003,,W,181,circle,0.0017046940047293901,,,,,1,0,,,,,,,,,,,1494.026091314001,1494.026091314001,1494.026091314001,1494.026091314001,1495.5311248970029,1495.5311248970029,1495.5311248970029,1495.5311248970029,1495.5311248970029,1495.5311248970029,1495.5311248970029,1495.5311248970029,repeat,letter,lettRpt,f,0.7404463199927704,Hi,,1,,,,,high,1496.298786419,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,1,1062,,,1502.4720524290024,,S,125,hexagon,0.0015035719989100471,,,,,1,0,,,,,,,,,,,1498.7781811079985,1498.7781811079985,1498.7781811079985,1498.7781811079985,1500.2861123609982,1500.2861123609982,1500.2861123609982,1500.2861123609982,1500.2861123609982,1500.2861123609982,1500.2861123609982,1500.2861123609982,switch,number,numSwt,j,0.6577131929952884,Lo,,1,,,,,high,1500.9709029099977,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,0,1062,,,1507.4439561839972,,U,160,star,0.0016049760015448555,,,,,1,0,,,,,,,,,,,1503.4532142219978,1503.4532142219978,1503.4532142219978,1503.4532142219978,1504.9580669470015,1504.9580669470015,1504.9580669470015,1504.9580669470015,1504.9580669470015,1504.9580669470015,1504.9580669470015,1504.9580669470015,repeat,number,numRpt,k,0.953302949994395,Hi,,1,,,,,high,1505.9437915300005,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,1,1063,,,1512.3329194199978,,Y,146,triangle,0.001541778001410421,,,,,1,0,,,,,,,,,,,1508.4231499410016,1508.4231499410016,1508.4231499410016,1508.4231499410016,1509.9302091099962,1509.9302091099962,1509.9302091099962,1509.9302091099962,1509.9302091099962,1509.9302091099962,1509.9302091099962,1509.9302091099962,repeat,number,numRpt,j,0.8687483739995514,Lo,,1,,,,,high,1510.8312546180023,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,1,1064,,,1516.754509298,,F,167,circle,0.0015320909951697104,,,,,1,0,,,,,,,,,,,1513.314074670001,1513.314074670001,1513.314074670001,1513.314074670001,1514.819000509,1514.819000509,1514.819000509,1514.819000509,1514.819000509,1514.819000509,1514.819000509,1514.819000509,repeat,number,numRpt,k,0.4122671400036779,Hi,,1,,,,,high,1515.252793284002,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,1,1065,,,1521.309483373996,,B,132,triangle,0.0015869530034251511,,,,,1,0,,,,,,,,,,,1517.734289756998,1517.734289756998,1517.734289756998,1517.734289756998,1519.2405272399992,1519.2405272399992,1519.2405272399992,1519.2405272399992,1519.2405272399992,1519.2405272399992,1519.2405272399992,1519.2405272399992,switch,letter,lettSwt,d,0.5423000359951402,Lo,,1,,,,,high,1519.8077835009972,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,10,0,10,0,,,,,,,,,,,,,,,,10,1075,,,1525.714291739001,,D,174,star,0.0016597170033492148,,,,,1,0,,,,,,,,,,,1522.290752062996,1522.290752062996,1522.290752062996,1522.290752062996,1523.7955630669967,1523.7955630669967,1523.7955630669967,1523.7955630669967,1523.7955630669967,1523.7955630669967,1523.7955630669967,1523.7955630669967,switch,number,numSwt,k,0.39560027200059267,Hi,,1,,,,,high,1524.2131730260007,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,11,0,11,0,,,,,,,,,,,,,,,,1,1076,,,1530.3863296659983,,H,139,hexagon,0.0017760650007403456,,,,,1,0,,,,,,,,,,,1526.693736909001,1526.693736909001,1526.693736909001,1526.693736909001,1528.2004389029971,1528.2004389029971,1528.2004389029971,1528.2004389029971,1528.2004389029971,1528.2004389029971,1528.2004389029971,1528.2004389029971,switch,letter,lettSwt,d,0.65434604499751,Lo,,1,,,,,high,1528.885258452996,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,12,0,12,0,,,,,,,,,,,,,,,,10,1086,,,1535.0580139500016,,W,181,triangle,0.0014909279998391867,,,,,1,0,,,,,,,,,,,1531.3653235969978,1531.3653235969978,1531.3653235969978,1531.3653235969978,1532.8722635809972,1532.8722635809972,1532.8722635809972,1532.8722635809972,1532.8722635809972,1532.8722635809972,1532.8722635809972,1532.8722635809972,repeat,letter,lettRpt,f,0.6633551129998523,Lo,,1,,,,,high,1533.5568748369988,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,13,0,13,0,,,,,,,,,,,,,,,,10,1096,,,1539.5795889869987,,S,125,hexagon,0.001502932995208539,,,,,1,0,,,,,,,,,,,1536.0369574119977,1536.0369574119977,1536.0369574119977,1536.0369574119977,1537.544050700999,1537.544050700999,1537.544050700999,1537.544050700999,1537.544050700999,1537.544050700999,1537.544050700999,1537.544050700999,switch,number,numSwt,j,0.5029830470011802,Lo,,1,,,,,high,1538.078013940998,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,14,0,14,0,,,,,,,,,,,,,,,,10,1106,,,1543.9678405599989,,U,160,star,0.0015240360007737763,,,,,1,0,,,,,,,,,,,1540.5608075510027,1540.5608075510027,1540.5608075510027,1540.5608075510027,1542.065782646001,1542.065782646001,1542.065782646001,1542.065782646001,1542.065782646001,1542.065782646001,1542.065782646001,1542.065782646001,repeat,number,numRpt,k,0.3728689269919414,Hi,,1,,,,,high,1542.4663047810027,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,15,0,15,0,,,,,,,,,,,,,,,,0,1106,,,1548.6563424560009,,Y,146,circle,0.0016149040020536631,,,,,1,0,,,,,,,,,,,1544.9490332450005,1544.9490332450005,1544.9490332450005,1544.9490332450005,1546.4539166649993,1546.4539166649993,1546.4539166649993,1546.4539166649993,1546.4539166649993,1546.4539166649993,1546.4539166649993,1546.4539166649993,repeat,number,numRpt,j,0.6729329359950498,Hi,,1,,,,,high,1547.1560341879958,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,16,0,16,0,,,,,,,,,,,,,,,,1,1107,,,1553.1947649930007,,W,132,triangle,0.0016454029973829165,,,,,1,0,,,,,,,,,,,1549.6375763079996,1549.6375763079996,1549.6375763079996,1549.6375763079996,1551.1424238359978,1551.1424238359978,1551.1424238359978,1551.1424238359978,1551.1424238359978,1551.1424238359978,1551.1424238359978,1551.1424238359978,switch,letter,lettSwt,f,0.5282629289940814,Lo,,1,,,,,high,1551.693650561996,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,17,0,17,0,,,,,,,,,,,,,,,,0,1107,,,1557.7330703639964,,B,139,star,0.001504908999777399,,,,,0,0,,,,,,,,,,,1554.1731849990028,1554.1731849990028,1554.1731849990028,1554.1731849990028,1555.6806740629982,1555.6806740629982,1555.6806740629982,1555.6806740629982,1555.6806740629982,1555.6806740629982,1555.6806740629982,1555.6806740629982,switch,number,NA,k,0.5188792139961151,Lo,,1,,,,,high,1556.232745481997,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,18,0,18,0,,,,,,,,,,,,,,,,0,1107,,,1563.3558101879971,,H,167,hexagon,0.0015079210061230697,,,,,0,1,,,,,,,,,,,1558.712059929996,1558.712059929996,1558.712059929996,1558.712059929996,1560.2190930970028,1560.2190930970028,1560.2190930970028,1560.2190930970028,1560.2190930970028,1560.2190930970028,1560.2190930970028,1560.2190930970028,repeat,number,NA,j,1.6119382760007284,Lo,,1,,,,,high,1561.8542978050027,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,19,0,19,0,,,,,,,,,,,,,,,,0,1107,,,1568.611601921999,,F,181,circle,0.0014063279959373176,,,,,1,1,,,,,,,,,,,1564.3349658540028,1564.3349658540028,1564.3349658540028,1564.3349658540028,1565.8420291369985,1565.8420291369985,1565.8420291369985,1565.8420291369985,1565.8420291369985,1565.8420291369985,1565.8420291369985,1565.8420291369985,switch,letter,lettSwt,d,1.236930320999818,Hi,,1,,,,,high,1567.1114446499996,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,20,0,20,0,,,,,,,,,,,,,,,,10,1117,,,1573.100049808003,,U,160,hexagon,0.0015450059945578687,,,,,1,0,,,,,,,,,,,1569.5904174099996,1569.5904174099996,1569.5904174099996,1569.5904174099996,1571.0977393759968,1571.0977393759968,1571.0977393759968,1571.0977393759968,1571.0977393759968,1571.0977393759968,1571.0977393759968,1571.0977393759968,repeat,letter,lettRpt,f,0.47703597899817396,Lo,,1,,,,,high,1571.5990832009993,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,21,0,21,0,,,,,,,,,,,,,,,,10,1127,,,1577.6884120230025,,D,174,star,0.0016067379983724095,,,,,1,0,,,,,,,,,,,1574.0812889430017,1574.0812889430017,1574.0812889430017,1574.0812889430017,1575.585992704997,1575.585992704997,1575.585992704997,1575.585992704997,1575.585992704997,1575.585992704997,1575.585992704997,1575.585992704997,repeat,letter,lettRpt,d,0.581590880996373,Hi,,1,,,,,high,1576.1866211919987,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,22,0,22,0,,,,,,,,,,,,,,,,10,1137,,,1582.2933153709964,,Y,146,circle,0.0016083429945865646,,,,,1,0,,,,,,,,,,,1578.6667035819992,1578.6667035819992,1578.6667035819992,1578.6667035819992,1580.174449926999,1580.174449926999,1580.174449926999,1580.174449926999,1580.174449926999,1580.174449926999,1580.174449926999,1580.174449926999,repeat,letter,lettRpt,f,0.5928445940007805,Hi,,1,,,,,high,1580.7917767909967,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,23,0,23,0,,,,,,,,,,,,,,,,1,1138,,,1586.7816739010013,,S,125,triangle,0.001662836002651602,,,,,1,0,,,,,,,,,,,1583.2746099189972,1583.2746099189972,1583.2746099189972,1583.2746099189972,1584.7794146710003,1584.7794146710003,1584.7794146710003,1584.7794146710003,1584.7794146710003,1584.7794146710003,1584.7794146710003,1584.7794146710003,switch,number,numSwt,j,0.46752119699522154,Lo,,1,,,,,high,1585.280133936998,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,24,0,24,0,,,,,,,,,,,,,,,,1,1139,,,1591.4202284740022,,F,181,hexagon,0.0016659479952068068,,,,,1,0,,,,,,,,,,,1587.7609178209968,1587.7609178209968,1587.7609178209968,1587.7609178209968,1589.2676618089972,1589.2676618089972,1589.2676618089972,1589.2676618089972,1589.2676618089972,1589.2676618089972,1589.2676618089972,1589.2676618089972,repeat,number,numRpt,k,0.6187969979946502,Lo,,1,,,,,high,1589.9184547780023,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,25,0,25,0,,,,,,,,,,,,,,,,1,1140,,,1595.9581822440014,,S,160,star,0.001601224001205992,,,,,1,0,,,,,,,,,,,1592.4011997449998,1592.4011997449998,1592.4011997449998,1592.4011997449998,1593.9063031120022,1593.9063031120022,1593.9063031120022,1593.9063031120022,1593.9063031120022,1593.9063031120022,1593.9063031120022,1593.9063031120022,switch,letter,lettSwt,f,0.5334112420023303,Hi,,1,,,,,high,1594.456149097001,1595.9581822440014,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
