LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,fix.stopped,text_3.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,0,6,6,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.06577958699927,409.06577958699927,409.06577958699927,409.06577958699927,409.06577958699927,409.06577958699927,409.06577958699927,409.06577958699927,409.06577958699927,409.06577958699927,a,0.5180748950006091,10,670,2,409.6166242649997,411.11822421800025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,0,7,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.6187683550015,411.6187683550015,411.6187683550015,411.6187683550015,411.6187683550015,411.6187683550015,411.6187683550015,411.6187683550015,411.6187683550015,411.6187683550015,l,1.6288587769959122,1,671,2,413.2704351860011,414.77215803299623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,0,8,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.2727716980007,415.2727716980007,415.2727716980007,415.2727716980007,415.2727716980007,415.2727716980007,415.2727716980007,415.2727716980007,415.2727716980007,415.2727716980007,l,0.58314103900193,10,681,2,415.8736707979988,417.3751566889987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,0,9,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.8756810420018,417.8756810420018,417.8756810420018,417.8756810420018,417.8756810420018,417.8756810420018,417.8756810420018,417.8756810420018,417.8756810420018,417.8756810420018,a,0.44314931400003843,10,691,2,418.342945092998,419.8445010610012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,0,10,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.3449307639967,420.3449307639967,420.3449307639967,420.3449307639967,420.3449307639967,420.3449307639967,420.3449307639967,420.3449307639967,420.3449307639967,420.3449307639967,a,2.2700503609958105,10,701,2,422.64756718999706,424.1493351800018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,0,11,11,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.649978731999,424.649978731999,424.649978731999,424.649978731999,424.649978731999,424.649978731999,424.649978731999,424.649978731999,424.649978731999,424.649978731999,a,2.1336152379954,1,702,2,426.8021745869992,428.3038983860024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,1,0,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.80444743599946,428.80444743599946,428.80444743599946,428.80444743599946,428.80444743599946,428.80444743599946,428.80444743599946,428.80444743599946,428.80444743599946,428.80444743599946,a,0.47492238299309975,10,712,2,429.30487736099894,430.80653362799785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,1,1,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.307096135999,431.307096135999,431.307096135999,431.307096135999,431.307096135999,431.307096135999,431.307096135999,431.307096135999,431.307096135999,431.307096135999,a,1.372158842998033,1,713,2,432.70868238899857,434.2101545889964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,1,2,14,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.7108247779979,434.7108247779979,434.7108247779979,434.7108247779979,434.7108247779979,434.7108247779979,434.7108247779979,434.7108247779979,434.7108247779979,434.7108247779979,a,2.9443670280015795,1,714,2,437.68078435099596,439.18248203700205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,1,3,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.6829846949986,439.6829846949986,439.6829846949986,439.6829846949986,439.6829846949986,439.6829846949986,439.6829846949986,439.6829846949986,439.6829846949986,439.6829846949986,a,1.2194678759915405,1,715,2,440.934437392003,442.4359917499969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,1,4,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.93658559100004,442.93658559100004,442.93658559100004,442.93658559100004,442.93658559100004,442.93658559100004,442.93658559100004,442.93658559100004,442.93658559100004,442.93658559100004,a,1.1271031910000602,1,716,2,444.0878753540019,445.5896056990023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,1,5,17,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.0900306409967,446.0900306409967,446.0900306409967,446.0900306409967,446.0900306409967,446.0900306409967,446.0900306409967,446.0900306409967,446.0900306409967,446.0900306409967,a,2.093527418001031,10,726,2,448.2090281810015,449.7108335219964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,1,6,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.2112337310027,450.2112337310027,450.2112337310027,450.2112337310027,450.2112337310027,450.2112337310027,450.2112337310027,450.2112337310027,450.2112337310027,450.2112337310027,l,0.3561342809989583,1,727,2,450.59512586399796,452.0967405949996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,1,7,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.5972375199999,452.5972375199999,452.5972375199999,452.5972375199999,452.5972375199999,452.5972375199999,452.5972375199999,452.5972375199999,452.5972375199999,452.5972375199999,a,1.1779588400022476,10,737,2,453.79853825699684,455.3003289850021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,1,8,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.8008607860029,455.8008607860029,455.8008607860029,455.8008607860029,455.8008607860029,455.8008607860029,455.8008607860029,455.8008607860029,455.8008607860029,455.8008607860029,l,0.6861994459977723,1,738,2,456.5182142699996,458.0200895529997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,1,9,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.5206275579985,458.5206275579985,458.5206275579985,458.5206275579985,458.5206275579985,458.5206275579985,458.5206275579985,458.5206275579985,458.5206275579985,458.5206275579985,a,0.5736759930005064,10,748,2,459.1211905320015,460.6229120049975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,1,10,22,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.12335766899923,461.12335766899923,461.12335766899923,461.12335766899923,461.12335766899923,461.12335766899923,461.12335766899923,461.12335766899923,461.12335766899923,461.12335766899923,a,2.3318844549939968,1,749,2,463.4760136019977,464.97753518699756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,1,11,23,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.47817224499886,465.47817224499886,465.47817224499886,465.47817224499886,465.47817224499886,465.47817224499886,465.47817224499886,465.47817224499886,465.47817224499886,465.47817224499886,l,0.5763585489985417,10,759,2,466.0787135270002,467.5805618899976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,2,0,24,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.0809847790006,468.0809847790006,468.0809847790006,468.0809847790006,468.0809847790006,468.0809847790006,468.0809847790006,468.0809847790006,468.0809847790006,468.0809847790006,a,1.0861018989962758,10,769,2,469.19890163299715,470.70059878400207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,2,1,25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.2010596649998,471.2010596649998,471.2010596649998,471.2010596649998,471.2010596649998,471.2010596649998,471.2010596649998,471.2010596649998,471.2010596649998,471.2010596649998,l,2.0696554579917574,10,779,2,473.3035882539989,474.8050744619977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,2,2,26,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.30574189999606,475.30574189999606,475.30574189999606,475.30574189999606,475.30574189999606,475.30574189999606,475.30574189999606,475.30574189999606,475.30574189999606,475.30574189999606,a,2.125952727998083,10,789,2,477.4580770800021,478.95963401100016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,2,3,27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.46029311099846,479.46029311099846,479.46029311099846,479.46029311099846,479.46029311099846,479.46029311099846,479.46029311099846,479.46029311099846,479.46029311099846,479.46029311099846,a,1.1540090869966662,1,790,2,480.64496193300147,482.1465391230013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,2,4,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.647120515001,482.647120515001,482.647120515001,482.647120515001,482.647120515001,482.647120515001,482.647120515001,482.647120515001,482.647120515001,482.647120515001,l,2.8162716329970863,10,800,2,485.48348824999994,486.9853642050002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,2,5,29,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.48565583000163,487.48565583000163,487.48565583000163,487.48565583000163,487.48565583000163,487.48565583000163,487.48565583000163,487.48565583000163,487.48565583000163,487.48565583000163,l,2.0260082780005177,1,801,2,489.5380023940015,491.0397277640004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,2,6,30,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.5402292619983,491.5402292619983,491.5402292619983,491.5402292619983,491.5402292619983,491.5402292619983,491.5402292619983,491.5402292619983,491.5402292619983,491.5402292619983,l,2.083463404997019,10,811,2,493.64253527799883,495.14428511400183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,2,7,31,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495.6447637149977,495.6447637149977,495.6447637149977,495.6447637149977,495.6447637149977,495.6447637149977,495.6447637149977,495.6447637149977,495.6447637149977,495.6447637149977,a,1.897965183998167,1,812,2,497.5635413609998,499.0652147820001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,2,8,32,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.5655986089987,499.5655986089987,499.5655986089987,499.5655986089987,499.5655986089987,499.5655986089987,499.5655986089987,499.5655986089987,499.5655986089987,499.5655986089987,l,1.1458111589963664,10,822,2,500.7336600109993,502.2353510649991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,2,9,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.73588778299745,502.73588778299745,502.73588778299745,502.73588778299745,502.73588778299745,502.73588778299745,502.73588778299745,502.73588778299745,502.73588778299745,502.73588778299745,l,3.919685702996503,1,823,2,506.67364441799873,508.175356851003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,2,10,34,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.67578731899994,508.67578731899994,508.67578731899994,508.67578731899994,508.67578731899994,508.67578731899994,508.67578731899994,508.67578731899994,508.67578731899994,508.67578731899994,l,2.8427681909961393,1,824,2,511.54563825300283,513.0472595539977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,2,11,35,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.5479654739975,513.5479654739975,513.5479654739975,513.5479654739975,513.5479654739975,513.5479654739975,513.5479654739975,513.5479654739975,513.5479654739975,513.5479654739975,a,1.723377228998288,1,825,2,515.2997828119987,516.8015853949983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,3,0,36,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.3019262079979,517.3019262079979,517.3019262079979,517.3019262079979,517.3019262079979,517.3019262079979,517.3019262079979,517.3019262079979,517.3019262079979,517.3019262079979,a,0.6015465729942662,10,835,2,517.9361846169995,519.4379282149966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,3,1,37,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.938387602997,519.938387602997,519.938387602997,519.938387602997,519.938387602997,519.938387602997,519.938387602997,519.938387602997,519.938387602997,519.938387602997,l,1.6208222529967315,1,836,2,521.5901179790017,523.0918915930015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,3,2,38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.5922782999987,523.5922782999987,523.5922782999987,523.5922782999987,523.5922782999987,523.5922782999987,523.5922782999987,523.5922782999987,523.5922782999987,523.5922782999987,l,1.5186378750004224,10,846,2,525.1272857660006,526.6289463069988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,3,3,39,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.1295074549998,527.1295074549998,527.1295074549998,527.1295074549998,527.1295074549998,527.1295074549998,527.1295074549998,527.1295074549998,527.1295074549998,527.1295074549998,l,2.0300361039990094,1,847,2,529.1818926139968,530.683469388001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,3,4,40,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531.1839791660022,531.1839791660022,531.1839791660022,531.1839791660022,531.1839791660022,531.1839791660022,531.1839791660022,531.1839791660022,531.1839791660022,531.1839791660022,l,1.6387318749984843,1,848,2,532.8524013869974,534.3541248010006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,3,5,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.8547947089974,534.8547947089974,534.8547947089974,534.8547947089974,534.8547947089974,534.8547947089974,534.8547947089974,534.8547947089974,534.8547947089974,534.8547947089974,a,1.2965395360006369,10,858,2,536.1728087789961,537.674479315996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,3,6,42,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.1750954460003,538.1750954460003,538.1750954460003,538.1750954460003,538.1750954460003,538.1750954460003,538.1750954460003,538.1750954460003,538.1750954460003,538.1750954460003,a,2.3592788119931356,1,859,2,540.5609782249958,542.0627895229991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,3,7,43,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542.5631514650013,542.5631514650013,542.5631514650013,542.5631514650013,542.5631514650013,542.5631514650013,542.5631514650013,542.5631514650013,542.5631514650013,542.5631514650013,l,2.2923709899987443,10,869,2,544.8823988009972,546.3840774269993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,3,8,44,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546.8846215869999,546.8846215869999,546.8846215869999,546.8846215869999,546.8846215869999,546.8846215869999,546.8846215869999,546.8846215869999,546.8846215869999,546.8846215869999,a,1.3137714689946733,10,879,2,548.2195552869962,549.7212380959973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,3,9,45,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.2217809180001,550.2217809180001,550.2217809180001,550.2217809180001,550.2217809180001,550.2217809180001,550.2217809180001,550.2217809180001,550.2217809180001,550.2217809180001,l,2.488615154994477,10,889,2,552.7412633580025,554.2428120799959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,3,10,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.7433200439991,554.7433200439991,554.7433200439991,554.7433200439991,554.7433200439991,554.7433200439991,554.7433200439991,554.7433200439991,554.7433200439991,554.7433200439991,l,1.2554978549960651,10,899,2,556.0281782730017,557.529728675996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31275,2022-10-26_10h25.26.703,vts_reward_expectancy_bt_OFFLINE,2022.2.4,59.848491866648565,
