LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,fix.stopped,star.started,hegagon.started,triangle.started,circle.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2606.5612710649148,,Y,160,star,0.0013374409172683954,,,,,1,0,,,1,2605.0595699830446,,2602.4569494090974,2603.9586390471086,2603.9586390471086,2603.9586390471086,k,1.0755787268280983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2611.2332840519957,,B,167,triangle,0.0014343089424073696,,,,,1,0,,,1,2609.731668949127,,2607.545871549053,2609.0475884049665,2609.0475884049665,2609.0475884049665,k,0.6562626699451357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2615.854893967975,,H,174,circle,0.001348947174847126,,,,,1,0,,,1,2614.353391712997,,2612.2175262919627,2613.7191979880445,2613.7191979880445,2613.7191979880445,k,0.6076703849248588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2620.3760933890007,,D,132,star,0.0011424811091274023,,,,,1,0,,,1,2618.8748412090354,2620.3760933890007,2616.8391783169936,2618.3409398391377,2618.3409398391377,2618.3409398391377,j,0.5096320789307356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2625.081575142918,,W,125,hexagon,0.001180768944323063,,,,,1,0,,,1,2623.580214746995,,2621.360975736985,2622.8625133179594,2622.8625133179594,2622.8625133179594,j,0.6907047787681222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2630.13731565699,,S,146,circle,0.001169250113889575,,,,,1,0,,,1,2628.635589133948,,2626.0661549831275,2627.5679593589157,2627.5679593589157,2627.5679593589157,j,1.0371762828435749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2634.7090044489596,,U,181,triangle,0.0013200549874454737,,,,,1,0,,,1,2633.207580160117,2634.7090044489596,2631.121702895034,2632.623383949045,2632.623383949045,2632.623383949045,k,0.5606538637075573,2635.2094564249273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2639.7144486599136,,F,139,star,0.0005459110252559185,,,,,1,0,,,1,2638.2129759979434,,2635.6933829290792,2637.195086060092,2637.195086060092,2637.195086060092,j,0.9953447678126395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2644.203084710054,,Y,160,circle,0.0014083951245993376,,,,,1,0,,,1,2642.7013640450314,,2640.698981334921,2642.200799379032,2642.200799379032,2642.200799379032,k,0.46818829188123345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,747,,,2692.873258477077,,H,181,hexagon,0.0019120881333947182,,,,,1,0,,,2,,,,,,,,,,2687.819627528079,2687.819627528079,2687.819627528079,2687.819627528079,2689.3192731221206,2689.3192731221206,2689.3192731221206,2689.3192731221206,2689.3192731221206,2689.3192731221206,2689.3192731221206,2689.3192731221206,-1,number,NA,k,2.020118033979088,vtsPrac,2691.372472441988,2692.873258477077,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,747,,,2698.462687097024,,B,167,circle,0.0008994417730718851,,,,,1,0,,,2,,,,,,,,,,2693.858934243908,2693.858934243908,2693.858934243908,2693.858934243908,2695.359194509918,2695.359194509918,2695.359194509918,2695.359194509918,2695.359194509918,2695.359194509918,2695.359194509918,2695.359194509918,switch,letter,lettSwt,d,1.5718647397588938,vtsPrac,2696.9611732230987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,747,,,2704.2356570390984,,Y,160,star,0.0011962170246988535,,,,,1,0,,,2,,,,,,,,,,2699.4469711480197,2699.4469711480197,2699.4469711480197,2699.4469711480197,2700.9489524569362,2700.9489524569362,2700.9489524569362,2700.9489524569362,2700.9489524569362,2700.9489524569362,2700.9489524569362,2700.9489524569362,switch,number,numSwt,k,1.7646307947579771,vtsPrac,2702.73406250705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,747,,,2709.5249081049114,,D,132,circle,0.0009892310481518507,,,,,1,0,,,2,,,,,,,,,,2705.220942319138,2705.220942319138,2705.220942319138,2705.220942319138,2706.7219407800585,2706.7219407800585,2706.7219407800585,2706.7219407800585,2706.7219407800585,2706.7219407800585,2706.7219407800585,2706.7219407800585,switch,letter,lettSwt,d,1.2799142887815833,vtsPrac,2708.0233345830347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,747,,,2716.0987436180003,,H,181,star,0.0014573568478226662,,,,,1,0,,,2,,,,,,,,,,2710.50939147803,2710.50939147803,2710.50939147803,2710.50939147803,2712.0109415899497,2712.0109415899497,2712.0109415899497,2712.0109415899497,2712.0109415899497,2712.0109415899497,2712.0109415899497,2712.0109415899497,switch,number,numSwt,k,2.5610795677639544,vtsPrac,2714.5971259539947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,747,,,2722.4557865229435,,B,167,triangle,0.0010517199989408255,,,,,1,0,,,2,,,,,,,,,,2717.083461702103,2717.083461702103,2717.083461702103,2717.083461702103,2718.584936338011,2718.584936338011,2718.584936338011,2718.584936338011,2718.584936338011,2718.584936338011,2718.584936338011,2718.584936338011,repeat,number,numRpt,k,2.343565493822098,vtsPrac,2720.9542952240445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,747,,,2727.9119213379454,,Y,160,circle,0.001011410029605031,,,,,1,0,,,2,,,,,,,,,,2723.440179022029,2723.440179022029,2723.440179022029,2723.440179022029,2724.941869052127,2724.941869052127,2724.941869052127,2724.941869052127,2724.941869052127,2724.941869052127,2724.941869052127,2724.941869052127,repeat,number,numRpt,k,1.443943734979257,vtsPrac,2726.410086875083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,747,,,2733.284482568968,,D,132,hexagon,0.001206815941259265,,,,,1,0,,,2,,,,,,,,,,2728.8963487639558,2728.8963487639558,2728.8963487639558,2728.8963487639558,2730.3979198730085,2730.3979198730085,2730.3979198730085,2730.3979198730085,2730.3979198730085,2730.3979198730085,2730.3979198730085,2730.3979198730085,switch,letter,lettSwt,d,1.3538973040413111,vtsPrac,2731.783062823117,2733.284482568968,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,747,,,2739.007550252136,,W,181,hexagon,0.001081822905689478,,,,,1,0,,,2,,,,,,,,,,2734.269090223126,2734.269090223126,2734.269090223126,2734.269090223126,2735.7704666820355,2735.7704666820355,2735.7704666820355,2735.7704666820355,2735.7704666820355,2735.7704666820355,2735.7704666820355,2735.7704666820355,repeat,letter,lettRpt,f,1.7084996218327433,vtsPrac,2737.505702340044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,747,,,2744.7637328780256,,U,160,circle,0.0011677020229399204,,,,,1,0,,,2,,,,,,,,,,2739.9920105419587,2739.9920105419587,2739.9920105419587,2739.9920105419587,2741.4936083629727,2741.4936083629727,2741.4936083629727,2741.4936083629727,2741.4936083629727,2741.4936083629727,2741.4936083629727,2741.4936083629727,switch,number,numSwt,k,1.7462182978633791,vtsPrac,2743.262127982918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,747,,,2749.9361241599545,,Y,167,star,0.0015226430259644985,,,,,1,0,,,2,,,,,,,,,,2745.748219178058,2745.748219178058,2745.748219178058,2745.748219178058,2747.249993584119,2747.249993584119,2747.249993584119,2747.249993584119,2747.249993584119,2747.249993584119,2747.249993584119,2747.249993584119,switch,letter,lettSwt,f,1.165865966817364,vtsPrac,2748.4345685229637,2749.9361241599545,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,747,,,2754.9083004570566,,B,174,circle,0.0010081799700856209,,,,,1,0,,,2,,,,,,,,,,2750.9205057621,2750.9205057621,2750.9205057621,2750.9205057621,2752.4221028499305,2752.4221028499305,2752.4221028499305,2752.4221028499305,2752.4221028499305,2752.4221028499305,2752.4221028499305,2752.4221028499305,repeat,letter,lettRpt,d,0.953501587966457,vtsPrac,2753.406671524048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,747,,,2760.531359842047,,D,181,star,0.00118161179125309,,,,,1,0,,,2,,,,,,,,,,2755.892699459102,2755.892699459102,2755.892699459102,2755.892699459102,2757.394302157918,2757.394302157918,2757.394302157918,2757.394302157918,2757.394302157918,2757.394302157918,2757.394302157918,2757.394302157918,repeat,letter,lettRpt,d,1.6084750099107623,vtsPrac,2759.0296265380457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,747,,,2766.6547992001288,,W,160,circle,0.0013649999164044857,,,,,1,0,,,2,,,,,,,,,,2761.515660953941,2761.515660953941,2761.515660953941,2761.515660953941,2763.0171996480785,2763.0171996480785,2763.0171996480785,2763.0171996480785,2763.0171996480785,2763.0171996480785,2763.0171996480785,2763.0171996480785,repeat,letter,lettRpt,f,2.117208333918825,vtsPrac,2765.153053099988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,747,,,2772.0273170040455,,Y,146,triangle,0.0011567350011318922,,,,,1,0,,,2,,,,,,,,,,2767.639016803121,2767.639016803121,2767.639016803121,2767.639016803121,2769.1406243599486,2769.1406243599486,2769.1406243599486,2769.1406243599486,2769.1406243599486,2769.1406243599486,2769.1406243599486,2769.1406243599486,repeat,letter,lettRpt,f,1.359448348870501,vtsPrac,2770.5254374169745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,747,,,2778.434138207929,,H,174,star,0.0011431940365582705,,,,,1,0,,,2,,,,,,,,,,2773.0117376139387,2773.0117376139387,2773.0117376139387,2773.0117376139387,2774.513364743907,2774.513364743907,2774.513364743907,2774.513364743907,2774.513364743907,2774.513364743907,2774.513364743907,2774.513364743907,switch,number,numSwt,k,2.388150335755199,vtsPrac,2776.9326025489718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,747,,,2784.7913659389596,,F,174,star,0.0012327390722930431,,,,,1,0,,,2,,,,,,,,,,2779.4185487870127,2779.4185487870127,2779.4185487870127,2779.4185487870127,2780.920334303053,2780.920334303053,2780.920334303053,2780.920334303053,2780.920334303053,2780.920334303053,2780.920334303053,2780.920334303053,repeat,number,numRpt,k,2.338276132941246,vtsPrac,2783.2897148500197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,747,,,2790.7645422420464,,D,146,hexagon,0.0014286809600889683,,,,,1,0,,,2,,,,,,,,,,2785.7757842671126,2785.7757842671126,2785.7757842671126,2785.7757842671126,2787.277364698937,2787.277364698937,2787.277364698937,2787.277364698937,2787.277364698937,2787.277364698937,2787.277364698937,2787.277364698937,repeat,number,numRpt,j,1.9545849547721446,vtsPrac,2789.263012466952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,747,,,2797.0547225219198,,H,139,star,0.0016895020380616188,,,,,1,0,,,2,,,,,,,,,,2791.7490016079973,2791.7490016079973,2791.7490016079973,2791.7490016079973,2793.2505918340757,2793.2505918340757,2793.2505918340757,2793.2505918340757,2793.2505918340757,2793.2505918340757,2793.2505918340757,2793.2505918340757,repeat,number,numRpt,j,2.2820280687883496,vtsPrac,2795.5533051430248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,747,,,2802.2440822790377,,U,160,circle,0.0011686268262565136,,,,,1,0,,,2,,,,,,,,,,2798.0392143400386,2798.0392143400386,2798.0392143400386,2798.0392143400386,2799.540675532073,2799.540675532073,2799.540675532073,2799.540675532073,2799.540675532073,2799.540675532073,2799.540675532073,2799.540675532073,switch,letter,lettSwt,f,1.1789069757796824,vtsPrac,2800.7422582930885,2802.2440822790377,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,747,,,2808.183947101934,,H,174,circle,0.0009682518430054188,,,,,1,0,,,2,,,,,,,,,,2803.2284101939294,2803.2284101939294,2803.2284101939294,2803.2284101939294,2804.7299820049666,2804.7299820049666,2804.7299820049666,2804.7299820049666,2804.7299820049666,2804.7299820049666,2804.7299820049666,2804.7299820049666,switch,number,numSwt,k,1.9196960479021072,vtsPrac,2806.682115965057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,747,,,2813.289407354081,,D,139,hexagon,0.0012695849873125553,,,,,1,0,,,2,,,,,,,,,,2809.16815857403,2809.16815857403,2809.16815857403,2809.16815857403,2810.669698103098,2810.669698103098,2810.669698103098,2810.669698103098,2810.669698103098,2810.669698103098,2810.669698103098,2810.669698103098,switch,letter,lettSwt,d,1.0872957818210125,vtsPrac,2811.787778723985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,747,,,2818.745463195024,,B,181,circle,0.0013670360203832388,,,,,1,0,,,2,,,,,,,,,,2814.273647513939,2814.273647513939,2814.273647513939,2814.273647513939,2815.7755606430583,2815.7755606430583,2815.7755606430583,2815.7755606430583,2815.7755606430583,2815.7755606430583,2815.7755606430583,2815.7755606430583,repeat,letter,lettRpt,d,1.4496880997903645,vtsPrac,2817.243801762117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,747,,,2825.01915724203,,U,132,triangle,0.0011947008315473795,,,,,1,0,,,2,,,,,,,,,,2819.7300243130885,2819.7300243130885,2819.7300243130885,2819.7300243130885,2821.2315820381045,2821.2315820381045,2821.2315820381045,2821.2315820381045,2821.2315820381045,2821.2315820381045,2821.2315820381045,2821.2315820381045,switch,number,numSwt,j,2.2594298978801817,vtsPrac,2823.517151409993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,747,,,2831.3594923000783,,U,146,circle,0.001192866126075387,,,,,1,0,,,2,,,,,,,,,,2826.0034974550363,2826.0034974550363,2826.0034974550363,2826.0034974550363,2827.5052285681013,2827.5052285681013,2827.5052285681013,2827.5052285681013,2827.5052285681013,2827.5052285681013,2827.5052285681013,2827.5052285681013,repeat,number,numRpt,j,2.330835449974984,vtsPrac,2829.8577114241198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,747,,,2836.4650629691314,,B,181,triangle,0.0012199098709970713,,,,,1,0,,,2,,,,,,,,,,2832.343787848018,2832.343787848018,2832.343787848018,2832.343787848018,2833.8453809130006,2833.8453809130006,2833.8453809130006,2833.8453809130006,2833.8453809130006,2833.8453809130006,2833.8453809130006,2833.8453809130006,switch,letter,lettSwt,d,1.1010035430081189,vtsPrac,2834.9633220620453,2836.4650629691314,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,747,,,2841.9878505100496,,F,139,star,0.0009351549670100212,,,,,1,0,,,2,,,,,,,,,,2837.4493906621356,2837.4493906621356,2837.4493906621356,2837.4493906621356,2838.95106411702,2838.95106411702,2838.95106411702,2838.95106411702,2838.95106411702,2838.95106411702,2838.95106411702,2838.95106411702,repeat,letter,lettRpt,d,1.5078369958791882,vtsPrac,2840.4861200640444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,747,,,2848.5115793941077,,W,174,hexagon,0.0013235870283097029,,,,,1,0,,,2,,,,,,,,,,2842.9720991249196,2842.9720991249196,2842.9720991249196,2842.9720991249196,2844.473814469995,2844.473814469995,2844.473814469995,2844.473814469995,2844.473814469995,2844.473814469995,2844.473814469995,2844.473814469995,switch,number,numSwt,k,2.5097155689727515,vtsPrac,2847.009808816947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
