LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,fix.stopped,star.started,hegagon.started,triangle.started,circle.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,key_resp_2.keys,key_resp_2.rt,rewExpectancy,feedbk_text.started,feedbk_text.stopped,text_3.started,debrief.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1886.4171292129904,space,22.40839364985004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1929.1472942719702,1929.1472942719702,1929.1472942719702,1929.1472942719702,1929.1472942719702,1929.1472942719702,1929.1472942719702,1929.1472942719702,1929.1472942719702,1929.1472942719702,a,1.7722408038098365,10,10,0,1930.9493889790028,1932.4510101319756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,0,1,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1932.9517230689526,1932.9517230689526,1932.9517230689526,1932.9517230689526,1932.9517230689526,1932.9517230689526,1932.9517230689526,1932.9517230689526,1932.9517230689526,1932.9517230689526,a,1.3542960588820279,10,20,0,1934.33629195299,1935.8379555051215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1936.3387566190213,1936.3387566190213,1936.3387566190213,1936.3387566190213,1936.3387566190213,1936.3387566190213,1936.3387566190213,1936.3387566190213,1936.3387566190213,1936.3387566190213,l,1.8600169068668038,1,21,0,1938.2239189171232,1939.725759682944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1940.2262363519985,1940.2262363519985,1940.2262363519985,1940.2262363519985,1940.2262363519985,1940.2262363519985,1940.2262363519985,1940.2262363519985,1940.2262363519985,1940.2262363519985,a,2.1699490847531706,10,31,0,1942.428569765063,1943.9303400330245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1944.4308216820937,1944.4308216820937,1944.4308216820937,1944.4308216820937,1944.4308216820937,1944.4308216820937,1944.4308216820937,1944.4308216820937,1944.4308216820937,1944.4308216820937,l,1.6429688760545105,10,41,0,1946.0995553529356,1947.60102490196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1948.1016279601026,1948.1016279601026,1948.1016279601026,1948.1016279601026,1948.1016279601026,1948.1016279601026,1948.1016279601026,1948.1016279601026,1948.1016279601026,1948.1016279601026,l,0.9198277979157865,10,51,0,1949.0526566470508,1950.5543319219723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,0,6,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1951.054769420065,1951.054769420065,1951.054769420065,1951.054769420065,1951.054769420065,1951.054769420065,1951.054769420065,1951.054769420065,1951.054769420065,1951.054769420065,l,0.7247111548203975,1,52,0,1951.8057290699799,1953.3072302120272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1953.8078621081077,1953.8078621081077,1953.8078621081077,1953.8078621081077,1953.8078621081077,1953.8078621081077,1953.8078621081077,1953.8078621081077,1953.8078621081077,1953.8078621081077,a,1.1335862199775875,1,53,0,1954.95902117691,1956.4607097390108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,0,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1956.9612720950972,1956.9612720950972,1956.9612720950972,1956.9612720950972,1956.9612720950972,1956.9612720950972,1956.9612720950972,1956.9612720950972,1956.9612720950972,1956.9612720950972,l,1.3758785407990217,1,54,0,1958.3627981990576,1959.8646607219707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,0,9,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960.3651383169927,1960.3651383169927,1960.3651383169927,1960.3651383169927,1960.3651383169927,1960.3651383169927,1960.3651383169927,1960.3651383169927,1960.3651383169927,1960.3651383169927,a,1.619244639761746,10,64,0,1962.0169080779888,1963.518550503999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,0,10,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1964.0193513070699,1964.0193513070699,1964.0193513070699,1964.0193513070699,1964.0193513070699,1964.0193513070699,1964.0193513070699,1964.0193513070699,1964.0193513070699,1964.0193513070699,a,3.8383943177759647,1,65,0,1967.8899865939748,1969.3916454119608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,0,11,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1969.8925368350465,1969.8925368350465,1969.8925368350465,1969.8925368350465,1969.8925368350465,1969.8925368350465,1969.8925368350465,1969.8925368350465,1969.8925368350465,1969.8925368350465,a,1.102337798802182,10,75,0,1971.0269144389313,1972.5285067229997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,1,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1973.0290765680838,1973.0290765680838,1973.0290765680838,1973.0290765680838,1973.0290765680838,1973.0290765680838,1973.0290765680838,1973.0290765680838,1973.0290765680838,1973.0290765680838,l,2.781196800991893,1,76,0,1975.8321344689466,1977.3337799669243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,1,1,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1977.8343458990566,1977.8343458990566,1977.8343458990566,1977.8343458990566,1977.8343458990566,1977.8343458990566,1977.8343458990566,1977.8343458990566,1977.8343458990566,1977.8343458990566,a,1.7222912849392742,1,77,0,1979.5863271530252,1981.0879606099334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,1,2,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981.588459298946,1981.588459298946,1981.588459298946,1981.588459298946,1981.588459298946,1981.588459298946,1981.588459298946,1981.588459298946,1981.588459298946,1981.588459298946,a,1.490536551689729,10,87,0,1983.1067341540474,1984.6086849670392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,1,3,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985.1091256479267,1985.1091256479267,1985.1091256479267,1985.1091256479267,1985.1091256479267,1985.1091256479267,1985.1091256479267,1985.1091256479267,1985.1091256479267,1985.1091256479267,l,0.9517814128194004,10,97,0,1986.093431733083,1987.5952764169779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,1,4,16,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988.0956472950056,1988.0956472950056,1988.0956472950056,1988.0956472950056,1988.0956472950056,1988.0956472950056,1988.0956472950056,1988.0956472950056,1988.0956472950056,1988.0956472950056,a,1.486210114788264,10,107,0,1989.613982914947,1991.1157528799959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,1,5,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991.616359898122,1991.616359898122,1991.616359898122,1991.616359898122,1991.616359898122,1991.616359898122,1991.616359898122,1991.616359898122,1991.616359898122,1991.616359898122,l,1.6336787010077387,1,108,0,1993.268355811946,1994.7697379069868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,1,6,18,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995.2702072889078,1995.2702072889078,1995.2702072889078,1995.2702072889078,1995.2702072889078,1995.2702072889078,1995.2702072889078,1995.2702072889078,1995.2702072889078,1995.2702072889078,l,1.8497266706544906,1,109,0,1997.1392144220881,1998.6406768329907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,1,7,19,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999.1411847979762,1999.1411847979762,1999.1411847979762,1999.1411847979762,1999.1411847979762,1999.1411847979762,1999.1411847979762,1999.1411847979762,1999.1411847979762,1999.1411847979762,a,0.6563889407552779,1,110,0,1999.825395120075,2001.32702269312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,1,8,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001.8274018000811,2001.8274018000811,2001.8274018000811,2001.8274018000811,2001.8274018000811,2001.8274018000811,2001.8274018000811,2001.8274018000811,2001.8274018000811,2001.8274018000811,a,2.133185977814719,1,111,0,2003.979926778935,2005.4816707319114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,1,9,21,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005.9821214100812,2005.9821214100812,2005.9821214100812,2005.9821214100812,2005.9821214100812,2005.9821214100812,2005.9821214100812,2005.9821214100812,2005.9821214100812,2005.9821214100812,l,2.052343982970342,1,112,0,2008.0511140080635,2009.5528113269247,2009.5528113269247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,1,10,22,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0533907241188,2010.0533907241188,2010.0533907241188,2010.0533907241188,2010.0533907241188,2010.0533907241188,2010.0533907241188,2010.0533907241188,2010.0533907241188,2010.0533907241188,a,1.3332314568106085,1,113,0,2011.4046378799248,2012.9063775599934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,1,11,23,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.4071702749934,2013.4071702749934,2013.4071702749934,2013.4071702749934,2013.4071702749934,2013.4071702749934,2013.4071702749934,2013.4071702749934,2013.4071702749934,2013.4071702749934,a,1.1518095128703862,1,114,0,2014.591585809132,2016.0932309990749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,2,0,24,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.5939730741084,2016.5939730741084,2016.5939730741084,2016.5939730741084,2016.5939730741084,2016.5939730741084,2016.5939730741084,2016.5939730741084,2016.5939730741084,2016.5939730741084,a,1.2038011709228158,10,124,0,2017.8285855590366,2019.330070164986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,2,1,25,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.8307813690044,2019.8307813690044,2019.8307813690044,2019.8307813690044,2019.8307813690044,2019.8307813690044,2019.8307813690044,2019.8307813690044,2019.8307813690044,2019.8307813690044,a,1.8043641389813274,1,125,0,2021.6661894319113,2023.1677406551316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,2,2,26,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023.6682399429847,2023.6682399429847,2023.6682399429847,2023.6682399429847,2023.6682399429847,2023.6682399429847,2023.6682399429847,2023.6682399429847,2023.6682399429847,2023.6682399429847,a,0.9259131709113717,10,135,0,2024.6193807481322,2026.1208657799289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,2,3,27,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026.621629711939,2026.621629711939,2026.621629711939,2026.621629711939,2026.621629711939,2026.621629711939,2026.621629711939,2026.621629711939,2026.621629711939,2026.621629711939,a,0.862987003987655,1,136,0,2027.5057797750924,2029.0076556340791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,2,4,28,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2029.508179289056,2029.508179289056,2029.508179289056,2029.508179289056,2029.508179289056,2029.508179289056,2029.508179289056,2029.508179289056,2029.508179289056,2029.508179289056,a,1.6217341518495232,10,146,0,2031.1598825000692,2032.6614664879162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,2,5,29,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2033.1622933030594,2033.1622933030594,2033.1622933030594,2033.1622933030594,2033.1622933030594,2033.1622933030594,2033.1622933030594,2033.1622933030594,2033.1622933030594,2033.1622933030594,a,1.4784500289242715,10,156,0,2034.6637108931318,2036.1654969421215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,2,6,30,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2036.6659955880605,2036.6659955880605,2036.6659955880605,2036.6659955880605,2036.6659955880605,2036.6659955880605,2036.6659955880605,2036.6659955880605,2036.6659955880605,2036.6659955880605,a,1.4190207258798182,1,157,0,2038.1176704419777,2039.6192074369173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,2,7,31,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2040.1200102770235,2040.1200102770235,2040.1200102770235,2040.1200102770235,2040.1200102770235,2040.1200102770235,2040.1200102770235,2040.1200102770235,2040.1200102770235,2040.1200102770235,l,3.116957855876535,1,158,0,2043.2565452400595,2044.7580541979987,2044.7580541979987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,2,8,32,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2045.2586340880953,2045.2586340880953,2045.2586340880953,2045.2586340880953,2045.2586340880953,2045.2586340880953,2045.2586340880953,2045.2586340880953,2045.2586340880953,2045.2586340880953,l,0.9698810409754515,1,159,0,2046.2597805089317,2047.7616102141328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,2,9,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2048.2618993180804,2048.2618993180804,2048.2618993180804,2048.2618993180804,2048.2618993180804,2048.2618993180804,2048.2618993180804,2048.2618993180804,2048.2618993180804,2048.2618993180804,l,2.276951276930049,1,160,0,2050.564674681984,2052.0663478849456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,2,10,34,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2052.566774778068,2052.566774778068,2052.566774778068,2052.566774778068,2052.566774778068,2052.566774778068,2052.566774778068,2052.566774778068,2052.566774778068,2052.566774778068,l,1.5709443208761513,1,161,0,2054.1685946369544,2055.6702256149147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,2,11,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2056.1707086600363,2056.1707086600363,2056.1707086600363,2056.1707086600363,2056.1707086600363,2056.1707086600363,2056.1707086600363,2056.1707086600363,2056.1707086600363,2056.1707086600363,a,0.7355935918167233,1,162,0,2056.938281879062,2058.4399286669213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,3,0,36,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2058.940712904092,2058.940712904092,2058.940712904092,2058.940712904092,2058.940712904092,2058.940712904092,2058.940712904092,2058.940712904092,2058.940712904092,2058.940712904092,a,2.0945496808271855,1,163,0,2061.05954092904,2062.561070919037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,3,1,37,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2063.0617537731305,2063.0617537731305,2063.0617537731305,2063.0617537731305,2063.0617537731305,2063.0617537731305,2063.0617537731305,2063.0617537731305,2063.0617537731305,2063.0617537731305,l,2.304669652832672,10,173,0,2065.3977395519614,2066.8994339080527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13678,2022-12-02_14h59.49.142,vts_reward_expectancy_bt_OFFLINE,2022.2.4,60.329188053994905,
